PerformanceDate,FundID,ReturnPct,BenchmarkReturnPct
2022-09-21,1556,3.53,-1.65
2023-07-15,5941,3.53,-1.65
2024-10-26,3699,3.53,-1.65
2023-08-10,5193,3.53,-1.65
2022-12-17,924,3.53,-1.65
2024-10-30,2181,3.53,-1.65
2022-07-08,1110,3.53,-1.65
2024-11-11,1656,3.53,-1.65
2023-01-28,5932,3.53,-1.65
2024-03-14,2606,3.53,-1.65
2024-03-01,151,3.53,-1.65
2024-03-25,4603,3.53,-1.65
2022-08-01,4231,3.53,-1.65
2023-06-07,1640,3.53,-1.65
2024-07-29,5026,3.53,-1.65
2022-12-11,990,3.53,-1.65
2022-11-13,1454,3.53,-1.65
2023-04-10,307,3.53,-1.65
2023-12-28,4371,3.53,-1.65
2024-12-21,2703,3.53,-1.65
2024-06-16,2810,3.53,-1.65
2022-03-17,5860,3.53,-1.65
2023-06-17,3947,3.53,-1.65
2022-10-21,5735,3.53,-1.65
2023-11-06,6499,3.53,-1.65
2022-05-04,5698,3.53,-1.65
2024-11-24,1776,3.53,-1.65
2023-06-10,616,3.53,-1.65
2024-04-01,1015,3.53,-1.65
2022-10-24,3629,3.53,-1.65
2024-05-31,5529,3.53,-1.65
2023-08-24,419,3.53,-1.65
2022-03-05,392,3.53,-1.65
2022-01-31,2816,3.53,-1.65
2023-08-11,19,3.53,-1.65
2023-05-15,6469,3.53,-1.65
2022-06-08,3494,3.53,-1.65
2023-10-05,245,3.53,-1.65
2024-03-12,3079,3.53,-1.65
2022-08-07,2396,3.53,-1.65
2024-12-06,6028,3.53,-1.65
2024-11-10,1587,3.53,-1.65
2024-02-08,3501,3.53,-1.65
2023-04-08,2465,3.53,-1.65
2024-11-19,1666,3.53,-1.65
2022-07-16,3791,3.53,-1.65
2023-12-28,6349,3.53,-1.65
2022-09-15,3333,3.53,-1.65
2022-03-09,3815,3.53,-1.65
2023-07-24,4786,3.53,-1.65
2022-08-08,3851,3.53,-1.65
2023-08-02,2756,3.53,-1.65
2022-08-10,6433,3.53,-1.65
2023-02-27,5630,3.53,-1.65
2023-02-08,6271,3.53,-1.65
2023-12-22,3537,3.53,-1.65
2022-10-24,2369,3.53,-1.65
2024-07-04,2061,3.53,-1.65
2024-04-25,6364,3.53,-1.65
2023-10-16,2024,3.53,-1.65
2022-11-13,1443,3.53,-1.65
2023-07-09,4002,3.53,-1.65
2024-04-11,375,3.53,-1.65
2024-06-24,434,3.53,-1.65
2023-10-16,357,3.53,-1.65
2024-06-10,4727,3.53,-1.65
2022-07-20,6089,3.53,-1.65
2023-11-04,1982,3.53,-1.65
2023-06-29,6025,3.53,-1.65
2023-10-18,3081,3.53,-1.65
2023-03-31,4592,3.53,-1.65
2024-05-11,2852,3.53,-1.65
2022-03-01,36,3.53,-1.65
2023-03-20,1192,3.53,-1.65
2024-07-10,5117,3.53,-1.65
2024-01-22,1318,3.53,-1.65
2022-11-04,755,3.53,-1.65
2024-08-12,5397,3.53,-1.65
2023-02-27,3167,3.53,-1.65
2024-09-04,4834,3.53,-1.65
2022-10-11,5645,3.53,-1.65
2023-07-06,4004,3.53,-1.65
2022-09-10,2010,3.53,-1.65
2023-07-17,1919,3.53,-1.65
2022-03-01,5568,3.53,-1.65
2022-07-16,5799,3.53,-1.65
2023-08-02,2109,3.53,-1.65
2024-02-18,5050,3.53,-1.65
2024-12-04,4095,3.53,-1.65
2023-10-23,1305,3.53,-1.65
2023-01-22,302,3.53,-1.65
2024-03-20,6179,3.53,-1.65
2024-05-04,4232,3.53,-1.65
2022-11-02,2275,3.53,-1.65
2022-07-05,995,3.53,-1.65
2023-01-23,4717,3.53,-1.65
2022-07-17,5135,3.53,-1.65
2024-05-30,1757,3.53,-1.65
2024-08-26,2132,3.53,-1.65
2023-11-03,5472,3.53,-1.65
2024-02-08,6491,3.53,-1.65
2022-09-05,1643,3.53,-1.65
2022-04-12,2854,3.53,-1.65
2022-07-05,3253,3.53,-1.65
2022-08-16,6313,3.53,-1.65
2024-02-12,2221,3.53,-1.65
2024-07-19,6010,3.53,-1.65
2024-10-11,3653,3.53,-1.65
2022-08-26,1719,3.53,-1.65
2023-11-01,1439,3.53,-1.65
2022-08-27,2956,3.53,-1.65
2023-03-11,4520,3.53,-1.65
2022-04-10,2963,3.53,-1.65
2024-08-07,624,3.53,-1.65
2023-07-16,2581,3.53,-1.65
2024-04-05,4199,3.53,-1.65
2023-08-01,5801,3.53,-1.65
2022-09-22,2115,3.53,-1.65
2022-02-01,3233,3.53,-1.65
2024-02-12,3452,3.53,-1.65
2022-06-12,3590,3.53,-1.65
2023-07-13,1282,3.53,-1.65
2023-09-28,245,3.53,-1.65
2023-12-08,647,3.53,-1.65
2022-12-19,2149,3.53,-1.65
2024-02-26,525,3.53,-1.65
2024-10-16,4973,3.53,-1.65
2022-06-25,4104,3.53,-1.65
2024-05-11,2531,3.53,-1.65
2022-07-05,753,3.53,-1.65
2024-08-25,2908,3.53,-1.65
2024-06-18,5132,3.53,-1.65
2022-01-22,343,3.53,-1.65
2024-01-24,3988,3.53,-1.65
2024-10-06,4206,3.53,-1.65
2022-09-12,2565,3.53,-1.65
2022-01-12,2378,3.53,-1.65
2022-11-16,2231,3.53,-1.65
2023-05-24,4852,3.53,-1.65
2024-11-02,4829,3.53,-1.65
2024-02-16,2292,3.53,-1.65
2023-02-18,176,3.53,-1.65
2024-09-17,3695,3.53,-1.65
2022-06-20,1575,3.53,-1.65
2022-09-25,328,3.53,-1.65
2022-03-28,2695,3.53,-1.65
2022-02-26,2303,3.53,-1.65
2024-07-31,6037,3.53,-1.65
2022-09-08,2684,3.53,-1.65
2024-10-07,4097,3.53,-1.65
2024-06-30,5646,3.53,-1.65
2022-02-27,4043,3.53,-1.65
2022-05-22,801,3.53,-1.65
2022-09-21,5645,3.53,-1.65
2023-03-12,1618,3.53,-1.65
2022-05-29,4897,3.53,-1.65
2023-07-29,5954,3.53,-1.65
2023-11-02,4021,3.53,-1.65
2024-08-21,897,3.53,-1.65
2023-01-26,5676,3.53,-1.65
2023-05-02,6246,3.53,-1.65
2023-09-26,2402,3.53,-1.65
2023-12-20,1366,3.53,-1.65
2024-04-28,5825,3.53,-1.65
2024-03-09,2252,3.53,-1.65
2024-06-23,5951,3.53,-1.65
2024-10-20,2704,3.53,-1.65
2023-03-10,5666,3.53,-1.65
2022-06-10,5325,3.53,-1.65
2022-09-01,1844,3.53,-1.65
2023-05-01,2995,3.53,-1.65
2024-10-27,302,3.53,-1.65
2023-07-13,3909,3.53,-1.65
2023-07-25,2084,3.53,-1.65
2024-02-08,4959,3.53,-1.65
2024-09-25,1206,3.53,-1.65
2022-09-06,6158,3.53,-1.65
2022-06-02,233,3.53,-1.65
2023-02-25,3622,3.53,-1.65
2024-10-16,3267,3.53,-1.65
2022-01-05,619,3.53,-1.65
2023-11-10,1441,3.53,-1.65
2022-03-28,3624,3.53,-1.65
2022-11-11,4282,3.53,-1.65
2023-07-06,4103,3.53,-1.65
2023-10-19,5303,3.53,-1.65
2023-07-20,2940,3.53,-1.65
2023-03-23,2872,3.53,-1.65
2023-03-05,6251,3.53,-1.65
2024-06-05,2185,3.53,-1.65
2023-10-29,5319,3.53,-1.65
2024-09-02,4786,3.53,-1.65
2023-05-20,391,3.53,-1.65
2022-11-18,2731,3.53,-1.65
2022-07-08,1792,3.53,-1.65
2023-09-10,3397,3.53,-1.65
2022-10-26,2302,3.53,-1.65
2024-01-13,6338,3.53,-1.65
2023-01-16,2422,3.53,-1.65
2023-03-26,4770,3.53,-1.65
2022-08-29,3367,3.53,-1.65
2022-08-11,4743,3.53,-1.65
2024-05-09,2759,3.53,-1.65
2024-01-22,1702,3.53,-1.65
2023-10-25,1672,3.53,-1.65
2022-04-07,5382,3.53,-1.65
2023-10-13,5224,3.53,-1.65
2022-06-11,1965,3.53,-1.65
2024-12-14,1698,3.53,-1.65
2024-11-04,5489,3.53,-1.65
2024-11-08,2878,3.53,-1.65
2024-12-30,4946,3.53,-1.65
2024-06-03,5164,3.53,-1.65
2024-02-22,3955,3.53,-1.65
2024-04-29,5305,3.53,-1.65
2024-10-30,3283,3.53,-1.65
2023-10-14,2108,3.53,-1.65
2024-01-14,6073,3.53,-1.65
2023-10-20,1983,3.53,-1.65
2023-06-07,3651,3.53,-1.65
2023-02-24,1943,3.53,-1.65
2023-07-08,2885,3.53,-1.65
2022-11-19,2067,3.53,-1.65
2023-12-22,2832,3.53,-1.65
2024-12-24,280,3.53,-1.65
2024-11-04,6212,3.53,-1.65
2023-10-05,612,3.53,-1.65
2023-11-27,5287,3.53,-1.65
2023-09-12,833,3.53,-1.65
2023-08-27,3475,3.53,-1.65
2023-09-08,2071,3.53,-1.65
2022-03-05,1311,3.53,-1.65
2022-03-09,1612,3.53,-1.65
2023-06-15,1140,3.53,-1.65
2022-01-15,1822,3.53,-1.65
2022-03-28,687,3.53,-1.65
2022-11-30,6439,3.53,-1.65
2023-11-21,4004,3.53,-1.65
2024-08-10,5135,3.53,-1.65
2024-05-10,2081,3.53,-1.65
2022-02-12,5795,3.53,-1.65
2024-10-11,4442,3.53,-1.65
2024-03-03,5343,3.53,-1.65
2023-03-28,2071,3.53,-1.65
2023-12-17,4809,3.53,-1.65
2024-11-17,878,3.53,-1.65
2024-08-14,2618,3.53,-1.65
2023-06-22,1451,3.53,-1.65
2024-12-19,4310,3.53,-1.65
2022-06-18,3470,3.53,-1.65
2022-10-01,2787,3.53,-1.65
2024-08-02,2485,3.53,-1.65
2022-10-13,2255,3.53,-1.65
2023-01-28,1619,3.53,-1.65
2023-03-07,4355,3.53,-1.65
2022-07-11,3026,3.53,-1.65
2024-12-17,6221,3.53,-1.65
2023-11-08,2013,3.53,-1.65
2024-11-23,4847,3.53,-1.65
2022-08-12,5338,3.53,-1.65
2024-06-10,419,3.53,-1.65
2024-11-26,3641,3.53,-1.65
2024-09-14,6340,3.53,-1.65
2022-09-06,4987,3.53,-1.65
2022-04-01,6488,3.53,-1.65
2024-07-04,4681,3.53,-1.65
2023-07-06,2139,3.53,-1.65
2023-01-24,3124,3.53,-1.65
2023-04-23,6402,3.53,-1.65
2022-02-08,2260,3.53,-1.65
2023-08-21,6479,3.53,-1.65
2023-11-01,1036,3.53,-1.65
2024-09-16,4903,3.53,-1.65
2023-01-25,2743,3.53,-1.65
2023-07-28,208,3.53,-1.65
2022-09-22,240,3.53,-1.65
2023-11-02,1587,3.53,-1.65
2023-08-21,3392,3.53,-1.65
2024-10-13,5724,3.53,-1.65
2024-09-17,1060,3.53,-1.65
2022-01-21,6039,3.53,-1.65
2024-12-08,1479,3.53,-1.65
2023-04-25,5566,3.53,-1.65
2022-07-03,6031,3.53,-1.65
2022-06-07,5946,3.53,-1.65
2023-05-12,2883,3.53,-1.65
2022-04-16,53,3.53,-1.65
2022-05-08,1903,3.53,-1.65
2022-01-16,2154,3.53,-1.65
2022-12-17,3033,3.53,-1.65
2024-05-24,4845,3.53,-1.65
2022-03-08,5736,3.53,-1.65
2024-09-20,5492,3.53,-1.65
2022-01-27,4900,3.53,-1.65
2024-04-12,4899,3.53,-1.65
2024-03-07,5239,3.53,-1.65
2024-08-24,4682,3.53,-1.65
2024-05-01,2680,3.53,-1.65
2023-05-03,6157,3.53,-1.65
2022-09-14,4120,3.53,-1.65
2024-06-16,3153,3.53,-1.65
2024-08-03,5721,3.53,-1.65
2023-06-13,4301,3.53,-1.65
2023-04-25,5094,3.53,-1.65
2024-06-26,2253,3.53,-1.65
2022-02-11,140,3.53,-1.65
2023-05-03,3933,3.53,-1.65
2022-04-15,5103,3.53,-1.65
2023-07-20,3404,3.53,-1.65
2024-10-07,601,3.53,-1.65
2024-09-23,1821,3.53,-1.65
2022-10-14,5498,3.53,-1.65
2024-12-30,4000,3.53,-1.65
2022-07-17,4972,3.53,-1.65
2023-07-15,3861,3.53,-1.65
2023-12-01,5050,3.53,-1.65
2024-05-24,425,3.53,-1.65
2023-10-05,5639,3.53,-1.65
2024-07-17,2311,3.53,-1.65
2023-11-12,2192,3.53,-1.65
2022-10-06,1167,3.53,-1.65
2024-01-22,2853,3.53,-1.65
2024-03-29,414,3.53,-1.65
2024-11-25,2425,3.53,-1.65
2022-02-04,1081,3.53,-1.65
2022-10-22,3758,3.53,-1.65
2023-05-21,3838,3.53,-1.65
2023-10-18,2013,3.53,-1.65
2022-04-09,2272,3.53,-1.65
2024-12-25,6357,3.53,-1.65
2022-10-16,4271,3.53,-1.65
2022-05-28,5104,3.53,-1.65
2024-09-23,70,3.53,-1.65
2024-12-29,2014,3.53,-1.65
2022-08-12,4931,3.53,-1.65
2022-08-10,5583,3.53,-1.65
2024-07-06,2140,3.53,-1.65
2022-07-03,2875,3.53,-1.65
2024-03-04,2064,3.53,-1.65
2022-07-16,540,3.53,-1.65
2022-03-29,6341,3.53,-1.65
2022-06-03,5150,3.53,-1.65
2023-06-11,5298,3.53,-1.65
2024-06-21,698,3.53,-1.65
2023-05-26,4620,3.53,-1.65
2024-11-09,3241,3.53,-1.65
2023-06-03,4354,3.53,-1.65
2022-08-11,5910,3.53,-1.65
2024-10-25,5413,3.53,-1.65
2023-01-28,4284,3.53,-1.65
2023-03-01,4533,3.53,-1.65
2024-05-21,5426,3.53,-1.65
2023-09-15,1746,3.53,-1.65
2022-01-24,5381,3.53,-1.65
2023-11-30,6316,3.53,-1.65
2024-02-11,3843,3.53,-1.65
2022-06-15,1587,3.53,-1.65
2022-12-23,2717,3.53,-1.65
2022-08-30,5346,3.53,-1.65
2024-08-18,128,3.53,-1.65
2023-11-28,3976,3.53,-1.65
2024-01-04,1453,3.53,-1.65
2023-07-25,412,3.53,-1.65
2024-08-25,2311,3.53,-1.65
2023-02-12,5876,3.53,-1.65
2022-10-17,4486,3.53,-1.65
2022-08-04,4916,3.53,-1.65
2023-01-23,1542,3.53,-1.65
2024-12-12,2838,3.53,-1.65
2023-04-16,4503,3.53,-1.65
2024-07-10,6393,3.53,-1.65
2022-09-11,3164,3.53,-1.65
2023-10-02,5082,3.53,-1.65
2022-04-25,444,3.53,-1.65
2022-05-13,3233,3.53,-1.65
2024-05-24,1496,3.53,-1.65
2022-06-15,3471,3.53,-1.65
2022-10-07,3851,3.53,-1.65
2023-02-18,4095,3.53,-1.65
2022-03-16,3605,3.53,-1.65
2022-12-16,4694,3.53,-1.65
2022-11-20,4067,3.53,-1.65
2023-05-07,5388,3.53,-1.65
2022-06-11,2445,3.53,-1.65
2023-03-06,2787,3.53,-1.65
2024-05-22,6312,3.53,-1.65
2023-12-26,4276,3.53,-1.65
2022-02-15,2034,3.53,-1.65
2022-03-12,6424,3.53,-1.65
2023-01-03,1202,3.53,-1.65
2023-09-04,2819,3.53,-1.65
2022-07-05,5848,3.53,-1.65
2023-03-09,4282,3.53,-1.65
2022-06-24,5242,3.53,-1.65
2024-10-09,5028,3.53,-1.65
2023-04-16,1916,3.53,-1.65
2024-04-04,5496,3.53,-1.65
2023-07-24,1869,3.53,-1.65
2023-06-15,183,3.53,-1.65
2022-09-02,5490,3.53,-1.65
2022-02-09,2331,3.53,-1.65
2024-02-05,266,3.53,-1.65
2023-09-27,6377,3.53,-1.65
2023-02-16,2839,3.53,-1.65
2022-06-24,949,3.53,-1.65
2022-12-20,5031,3.53,-1.65
2022-04-10,5948,3.53,-1.65
2023-09-12,4364,3.53,-1.65
2022-09-25,3858,3.53,-1.65
2022-04-03,5506,3.53,-1.65
2024-07-12,3369,3.53,-1.65
2022-07-03,196,3.53,-1.65
2022-05-17,3960,3.53,-1.65
2023-09-08,5673,3.53,-1.65
2024-08-27,4115,3.53,-1.65
2024-01-10,1714,3.53,-1.65
2024-02-23,865,3.53,-1.65
2022-08-14,5592,3.53,-1.65
2023-02-16,6250,3.53,-1.65
2022-11-21,2349,3.53,-1.65
2023-09-15,573,3.53,-1.65
2024-04-20,424,3.53,-1.65
2024-08-01,2302,3.53,-1.65
2023-02-05,5953,3.53,-1.65
2024-02-10,3963,3.53,-1.65
2023-03-26,1311,3.53,-1.65
2024-08-07,2756,3.53,-1.65
2023-04-20,3422,3.53,-1.65
2022-12-12,3660,3.53,-1.65
2024-01-03,4500,3.53,-1.65
2023-02-09,4589,3.53,-1.65
2022-02-23,5553,3.53,-1.65
2024-03-08,3794,3.53,-1.65
2024-05-29,2379,3.53,-1.65
2022-06-15,6018,3.53,-1.65
2024-10-24,4488,3.53,-1.65
2023-01-22,5530,3.53,-1.65
2022-12-11,5050,3.53,-1.65
2024-04-15,4705,3.53,-1.65
2022-05-11,2039,3.53,-1.65
2023-06-13,685,3.53,-1.65
2024-12-06,2793,3.53,-1.65
2023-05-31,2698,3.53,-1.65
2022-11-22,115,3.53,-1.65
2023-02-17,6081,3.53,-1.65
2024-11-25,5433,3.53,-1.65
2023-05-27,3933,3.53,-1.65
2024-08-14,4668,3.53,-1.65
2022-02-18,3435,3.53,-1.65
2023-01-04,46,3.53,-1.65
2024-10-08,4768,3.53,-1.65
2023-11-18,503,3.53,-1.65
2023-06-01,5855,3.53,-1.65
2023-02-10,4638,3.53,-1.65
2023-12-25,592,3.53,-1.65
2022-08-31,4650,3.53,-1.65
2023-01-11,368,3.53,-1.65
2024-12-20,147,3.53,-1.65
2024-10-13,1960,3.53,-1.65
2022-03-08,6388,3.53,-1.65
2022-01-22,703,3.53,-1.65
2022-09-24,2309,3.53,-1.65
2022-11-28,3057,3.53,-1.65
2022-11-16,3563,3.53,-1.65
2023-12-24,3383,3.53,-1.65
2022-05-17,1730,3.53,-1.65
2024-01-02,1856,3.53,-1.65
2023-08-15,4529,3.53,-1.65
2023-04-29,4158,3.53,-1.65
2022-08-21,1265,3.53,-1.65
2022-06-09,833,3.53,-1.65
2024-06-13,6244,3.53,-1.65
2024-10-01,4828,3.53,-1.65
2022-09-24,5653,3.53,-1.65
2022-09-26,6024,3.53,-1.65
2023-12-04,2310,3.53,-1.65
2022-10-19,6059,3.53,-1.65
2022-10-27,3638,3.53,-1.65
2024-06-20,5010,3.53,-1.65
2024-10-02,5541,3.53,-1.65
2023-07-01,207,3.53,-1.65
2023-11-08,3824,3.53,-1.65
2023-03-06,4743,3.53,-1.65
2024-11-19,1704,3.53,-1.65
2023-12-17,3809,3.53,-1.65
2023-08-21,418,3.53,-1.65
2023-09-16,2855,3.53,-1.65
2022-03-29,4036,3.53,-1.65
2023-01-31,4540,3.53,-1.65
2023-08-18,1484,3.53,-1.65
2022-03-21,2131,3.53,-1.65
2024-04-16,2991,3.53,-1.65
2022-08-26,4624,3.53,-1.65
2023-09-24,1629,3.53,-1.65
2024-12-30,2995,3.53,-1.65
2022-08-31,5705,3.53,-1.65
2023-09-27,995,3.53,-1.65
2024-06-07,4943,3.53,-1.65
2023-12-05,1671,3.53,-1.65
2024-02-12,6406,3.53,-1.65
2023-12-27,5531,3.53,-1.65
2023-08-11,3466,3.53,-1.65
2024-09-28,1213,3.53,-1.65
2023-03-12,661,3.53,-1.65
2022-07-16,704,3.53,-1.65
2024-02-14,5779,3.53,-1.65
2023-01-20,4766,3.53,-1.65
2022-02-10,1780,3.53,-1.65
2023-10-05,1376,3.53,-1.65
2022-01-15,5318,3.53,-1.65
2022-01-03,2663,3.53,-1.65
2024-08-20,742,3.53,-1.65
2024-02-10,684,3.53,-1.65
2024-03-06,3404,3.53,-1.65
2022-04-18,895,3.53,-1.65
2023-01-13,6467,3.53,-1.65
2024-01-07,2061,3.53,-1.65
2024-05-11,2706,3.53,-1.65
2024-08-29,1184,3.53,-1.65
2022-10-14,1014,3.53,-1.65
2024-05-26,4868,3.53,-1.65
2022-05-11,1451,3.53,-1.65
2023-05-05,1619,3.53,-1.65
2022-02-21,127,3.53,-1.65
2022-10-30,2992,3.53,-1.65
2024-07-07,4198,3.53,-1.65
2023-03-01,754,3.53,-1.65
2023-11-15,565,3.53,-1.65
2023-04-26,5432,3.53,-1.65
2024-11-07,4877,3.53,-1.65
2022-03-06,1381,3.53,-1.65
2022-08-12,1217,3.53,-1.65
2022-07-31,5679,3.53,-1.65
2022-03-03,18,3.53,-1.65
2024-11-25,4187,3.53,-1.65
2023-11-23,5685,3.53,-1.65
2022-11-11,435,3.53,-1.65
2024-07-26,1062,3.53,-1.65
2024-01-02,5976,3.53,-1.65
2022-10-06,5266,3.53,-1.65
2022-09-14,4283,3.53,-1.65
2024-08-05,2148,3.53,-1.65
2024-10-04,2761,3.53,-1.65
2022-06-09,2408,3.53,-1.65
2023-08-04,2431,3.53,-1.65
2024-11-04,1857,3.53,-1.65
2022-02-02,1860,3.53,-1.65
2022-08-18,5665,3.53,-1.65
2024-11-19,411,3.53,-1.65
2024-06-11,2091,3.53,-1.65
2022-01-20,3135,3.53,-1.65
2024-09-24,2741,3.53,-1.65
2024-04-15,2227,3.53,-1.65
2022-11-15,5331,3.53,-1.65
2023-10-19,2662,3.53,-1.65
2024-02-27,3755,3.53,-1.65
2023-05-01,250,3.53,-1.65
2024-02-01,1935,3.53,-1.65
2024-10-27,4826,3.53,-1.65
2024-02-02,242,3.53,-1.65
2023-12-08,4886,3.53,-1.65
2023-09-22,3323,3.53,-1.65
2023-09-06,4356,3.53,-1.65
2023-04-17,6164,3.53,-1.65
2024-03-31,5624,3.53,-1.65
2022-05-11,1175,3.53,-1.65
2022-09-22,2733,3.53,-1.65
2022-06-03,4422,3.53,-1.65
2024-03-25,688,3.53,-1.65
2022-02-19,2285,3.53,-1.65
2023-12-12,5286,3.53,-1.65
2022-11-29,533,3.53,-1.65
2024-08-21,1369,3.53,-1.65
2022-02-06,3993,3.53,-1.65
2024-02-28,5338,3.53,-1.65
2022-11-02,6045,3.53,-1.65
2023-04-12,4950,3.53,-1.65
2024-08-22,3241,3.53,-1.65
2022-06-23,4690,3.53,-1.65
2023-11-10,1021,3.53,-1.65
2023-05-05,1807,3.53,-1.65
2022-06-01,1792,3.53,-1.65
2022-02-19,4742,3.53,-1.65
2024-05-26,6023,3.53,-1.65
2022-05-04,4475,3.53,-1.65
2023-09-08,182,3.53,-1.65
2022-06-24,5046,3.53,-1.65
2024-09-20,6249,3.53,-1.65
2023-02-08,1452,3.53,-1.65
2023-05-21,143,3.53,-1.65
2022-05-26,4530,3.53,-1.65
2023-02-08,176,3.53,-1.65
2023-04-30,4288,3.53,-1.65
2023-06-22,2317,3.53,-1.65
2022-08-22,5931,3.53,-1.65
2022-03-02,5121,3.53,-1.65
2022-12-08,5840,3.53,-1.65
2022-09-06,5197,3.53,-1.65
2023-12-31,972,3.53,-1.65
2024-12-31,2684,3.53,-1.65
2023-11-19,5901,3.53,-1.65
2022-09-13,722,3.53,-1.65
2022-04-25,4616,3.53,-1.65
2023-12-14,5702,3.53,-1.65
2024-11-15,1860,3.53,-1.65
2024-11-07,1244,3.53,-1.65
2022-01-24,5808,3.53,-1.65
2024-06-15,6103,3.53,-1.65
2023-06-29,280,3.53,-1.65
2023-11-27,3316,3.53,-1.65
2023-01-11,3782,3.53,-1.65
2023-03-09,4825,3.53,-1.65
2024-04-27,973,3.53,-1.65
2022-02-02,5351,3.53,-1.65
2022-08-05,3857,3.53,-1.65
2022-05-31,4367,3.53,-1.65
2024-06-20,1805,3.53,-1.65
2023-03-18,6006,3.53,-1.65
2022-01-19,3536,3.53,-1.65
2023-06-26,3208,3.53,-1.65
2023-11-11,4646,3.53,-1.65
2024-07-30,2697,3.53,-1.65
2022-10-25,3446,3.53,-1.65
2024-09-15,1347,3.53,-1.65
2023-02-26,1320,3.53,-1.65
2024-09-27,3899,3.53,-1.65
2024-05-27,5133,3.53,-1.65
2023-07-31,4395,3.53,-1.65
2023-10-18,2659,3.53,-1.65
2023-12-15,3486,3.53,-1.65
2022-09-01,116,3.53,-1.65
2024-06-17,85,3.53,-1.65
2022-04-03,2700,3.53,-1.65
2024-09-20,430,3.53,-1.65
2024-12-27,2872,3.53,-1.65
2023-05-26,6262,3.53,-1.65
2023-01-22,3334,3.53,-1.65
2022-06-27,2748,3.53,-1.65
2022-10-01,5500,3.53,-1.65
2023-11-09,5079,3.53,-1.65
2023-09-26,1173,3.53,-1.65
2023-01-03,4986,3.53,-1.65
2023-09-14,4868,3.53,-1.65
2023-07-29,5280,3.53,-1.65
2023-03-29,6481,3.53,-1.65
2023-08-20,4137,3.53,-1.65
2024-08-09,2461,3.53,-1.65
2024-01-30,4939,3.53,-1.65
2023-04-19,5453,3.53,-1.65
2022-08-02,1830,3.53,-1.65
2022-10-05,3838,3.53,-1.65
2022-09-06,5718,3.53,-1.65
2023-04-05,6097,3.53,-1.65
2022-11-14,2863,3.53,-1.65
2024-06-05,6001,3.53,-1.65
2023-08-12,1034,3.53,-1.65
2024-10-13,708,3.53,-1.65
2023-10-05,1900,3.53,-1.65
2023-09-21,1440,3.53,-1.65
2022-01-05,3942,3.53,-1.65
2022-04-30,2337,3.53,-1.65
2023-07-17,159,3.53,-1.65
2024-01-04,747,3.53,-1.65
2023-04-07,5734,3.53,-1.65
2023-12-06,2373,3.53,-1.65
2024-04-18,2825,3.53,-1.65
2024-01-25,4353,3.53,-1.65
2022-03-13,2578,3.53,-1.65
2022-01-21,3941,3.53,-1.65
2024-01-12,1358,3.53,-1.65
2023-07-01,5394,3.53,-1.65
2024-08-03,3390,3.53,-1.65
2024-08-07,786,3.53,-1.65
2022-05-28,5592,3.53,-1.65
2022-07-24,1767,3.53,-1.65
2024-02-10,2173,3.53,-1.65
2022-08-14,408,3.53,-1.65
2022-08-07,5681,3.53,-1.65
2024-09-04,4174,3.53,-1.65
2024-10-23,2642,3.53,-1.65
2024-03-15,941,3.53,-1.65
2023-03-27,6294,3.53,-1.65
2024-03-16,3597,3.53,-1.65
2023-09-04,1718,3.53,-1.65
2022-01-17,2991,3.53,-1.65
2024-11-07,1611,3.53,-1.65
2024-03-03,2996,3.53,-1.65
2024-01-10,2934,3.53,-1.65
2023-06-29,3241,3.53,-1.65
2024-02-15,882,3.53,-1.65
2024-09-20,5740,3.53,-1.65
2023-05-25,6000,3.53,-1.65
2024-02-27,1140,3.53,-1.65
2023-03-04,4817,3.53,-1.65
2023-07-25,5089,3.53,-1.65
2023-06-22,2327,3.53,-1.65
2023-09-16,4275,3.53,-1.65
2022-12-11,4189,3.53,-1.65
2022-10-12,2005,3.53,-1.65
2023-11-20,570,3.53,-1.65
2022-01-24,3278,3.53,-1.65
2022-04-13,4662,3.53,-1.65
2023-01-01,6147,3.53,-1.65
2022-01-29,5134,3.53,-1.65
2022-04-20,5100,3.53,-1.65
2022-04-10,3553,3.53,-1.65
2022-11-29,418,3.53,-1.65
2024-05-06,5443,3.53,-1.65
2024-04-15,2320,3.53,-1.65
2024-05-14,2152,3.53,-1.65
2024-01-24,231,3.53,-1.65
2022-04-15,2884,3.53,-1.65
2022-08-27,2738,3.53,-1.65
2024-03-30,1737,3.53,-1.65
2024-11-03,6067,3.53,-1.65
2024-02-22,3720,3.53,-1.65
2024-08-10,2283,3.53,-1.65
2023-07-09,5891,3.53,-1.65
2024-09-22,6003,3.53,-1.65
2024-06-09,5737,3.53,-1.65
2023-04-25,5478,3.53,-1.65
2022-05-30,5060,3.53,-1.65
2024-03-29,3608,3.53,-1.65
2022-08-27,3510,3.53,-1.65
2022-09-05,1401,3.53,-1.65
2024-02-09,3394,3.53,-1.65
2023-06-05,4662,3.53,-1.65
2022-08-24,39,3.53,-1.65
2024-11-17,1409,3.53,-1.65
2024-12-02,2300,3.53,-1.65
2024-04-20,2795,3.53,-1.65
2024-04-12,3028,3.53,-1.65
2023-05-24,1177,3.53,-1.65
2022-06-20,1374,3.53,-1.65
2022-01-27,4715,3.53,-1.65
2022-04-19,1641,3.53,-1.65
2023-10-19,37,3.53,-1.65
2023-08-02,1208,3.53,-1.65
2022-03-01,506,3.53,-1.65
2022-01-16,3338,3.53,-1.65
