SecurityID,SecurityCode,AssetClass,Issuer,Currency
1559,SEC_01740,Real Estate,Counterparty_29,JPY
1560,SEC_00457,Real Estate,Counterparty_47,INR
1561,SEC_01885,Alternatives,Counterparty_14,EUR
1562,SEC_01435,Real Estate,Counterparty_87,INR
1563,SEC_00645,Commodities,Counterparty_51,JPY
1564,SEC_00282,Real Estate,Counterparty_14,GBP
1565,SEC_00414,Alternatives,Counterparty_87,USD
1566,SEC_01614,Fixed Income,Counterparty_8,INR
1567,SEC_01121,Alternatives,Counterparty_77,USD
1568,SEC_00163,Fixed Income,Counterparty_100,EUR
1569,SEC_00843,Real Estate,Counterparty_65,USD
1570,SEC_01461,Real Estate,Counterparty_37,EUR
1571,SEC_01220,Fixed Income,Counterparty_90,EUR
1572,SEC_01652,Alternatives,Counterparty_68,INR
1573,SEC_00161,Equity,Counterparty_16,JPY
1574,SEC_00255,Equity,Counterparty_89,USD
1575,SEC_01094,Alternatives,Counterparty_83,EUR
1576,SEC_00412,Real Estate,Counterparty_20,EUR
1577,SEC_00714,Fixed Income,Counterparty_90,EUR
1578,SEC_00036,Fixed Income,Counterparty_96,GBP
1579,SEC_01329,Alternatives,Counterparty_67,USD
1580,SEC_00730,Alternatives,Counterparty_71,USD
1581,SEC_00470,Commodities,Counterparty_32,EUR
1582,SEC_00309,Fixed Income,Counterparty_69,USD
1583,SEC_01221,Commodities,Counterparty_85,USD
1584,SEC_01922,Real Estate,Counterparty_30,GBP
1585,SEC_00481,Fixed Income,Counterparty_20,EUR
1586,SEC_01360,Alternatives,Counterparty_58,USD
1587,SEC_01863,Alternatives,Counterparty_29,JPY
1588,SEC_00704,Real Estate,Counterparty_24,EUR
1589,SEC_00789,Equity,Counterparty_1,USD
1590,SEC_00291,Commodities,Counterparty_89,GBP
1591,SEC_00430,Alternatives,Counterparty_27,JPY
1592,SEC_00598,Fixed Income,Counterparty_89,INR
1593,SEC_01907,Fixed Income,Counterparty_21,INR
1594,SEC_00432,Fixed Income,Counterparty_17,JPY
1595,SEC_01558,Real Estate,Counterparty_92,INR
1596,SEC_00646,Equity,Counterparty_32,JPY
1597,SEC_01534,Commodities,Counterparty_44,USD
1598,SEC_00505,Fixed Income,Counterparty_98,INR
1599,SEC_01912,Fixed Income,Counterparty_22,INR
1600,SEC_00673,Alternatives,Counterparty_42,JPY
1601,SEC_00807,Equity,Counterparty_83,USD
1602,SEC_01579,Alternatives,Counterparty_62,USD
1603,SEC_01433,Real Estate,Counterparty_48,EUR
1604,SEC_01426,Real Estate,Counterparty_8,EUR
1605,SEC_00041,Commodities,Counterparty_2,USD
1606,SEC_00384,Real Estate,Counterparty_5,JPY
1607,SEC_00886,Commodities,Counterparty_28,GBP
1608,SEC_01315,Alternatives,Counterparty_4,GBP
1609,SEC_01816,Fixed Income,Counterparty_53,EUR
1610,SEC_00183,Fixed Income,Counterparty_100,INR
1611,SEC_00764,Equity,Counterparty_1,GBP
1612,SEC_01896,Real Estate,Counterparty_79,INR
1613,SEC_01064,Equity,Counterparty_77,INR
1614,SEC_01623,Equity,Counterparty_95,USD
1615,SEC_01249,Fixed Income,Counterparty_81,GBP
1616,SEC_01309,Real Estate,Counterparty_6,GBP
1617,SEC_00138,Fixed Income,Counterparty_88,INR
1618,SEC_00335,Equity,Counterparty_55,INR
1619,SEC_00138,Real Estate,Counterparty_52,USD
1620,SEC_01498,Fixed Income,Counterparty_77,JPY
1621,SEC_00488,Commodities,Counterparty_85,GBP
1622,SEC_00576,Commodities,Counterparty_24,GBP
1623,SEC_00629,Alternatives,Counterparty_62,USD
1624,SEC_01949,Alternatives,Counterparty_56,USD
1625,SEC_01634,Real Estate,Counterparty_86,JPY
1626,SEC_01170,Alternatives,Counterparty_93,INR
1627,SEC_00898,Real Estate,Counterparty_24,GBP
1628,SEC_00409,Equity,Counterparty_76,INR
1629,SEC_01534,Commodities,Counterparty_20,GBP
1630,SEC_01109,Real Estate,Counterparty_34,USD
1631,SEC_01587,Equity,Counterparty_15,USD
1632,SEC_01631,Commodities,Counterparty_51,USD
1633,SEC_01814,Fixed Income,Counterparty_4,JPY
1634,SEC_01033,Equity,Counterparty_53,GBP
1635,SEC_00859,Fixed Income,Counterparty_14,USD
1636,SEC_01113,Alternatives,Counterparty_65,JPY
1637,SEC_01113,Real Estate,Counterparty_33,INR
1638,SEC_00219,Commodities,Counterparty_50,JPY
1639,SEC_00842,Alternatives,Counterparty_63,JPY
1640,SEC_00350,Equity,Counterparty_50,EUR
1641,SEC_01915,Alternatives,Counterparty_93,INR
1642,SEC_01924,Fixed Income,Counterparty_74,EUR
1643,SEC_00405,Fixed Income,Counterparty_36,GBP
1644,SEC_01916,Real Estate,Counterparty_78,JPY
1645,SEC_01822,Alternatives,Counterparty_86,JPY
1646,SEC_01185,Commodities,Counterparty_97,JPY
1647,SEC_00043,Fixed Income,Counterparty_92,JPY
1648,SEC_01498,Equity,Counterparty_71,EUR
1649,SEC_01782,Alternatives,Counterparty_100,GBP
1650,SEC_00258,Commodities,Counterparty_100,EUR
1651,SEC_01879,Commodities,Counterparty_50,JPY
1652,SEC_01183,Commodities,Counterparty_41,GBP
1653,SEC_01156,Commodities,Counterparty_98,INR
1654,SEC_01583,Fixed Income,Counterparty_70,EUR
1655,SEC_00852,Real Estate,Counterparty_99,USD
1656,SEC_01625,Alternatives,Counterparty_27,INR
1657,SEC_01069,Fixed Income,Counterparty_30,INR
1658,SEC_01345,Real Estate,Counterparty_32,JPY
1659,SEC_01014,Commodities,Counterparty_83,JPY
1660,SEC_01218,Equity,Counterparty_22,INR
1661,SEC_01542,Commodities,Counterparty_85,EUR
1662,SEC_01287,Real Estate,Counterparty_69,GBP
1663,SEC_00435,Real Estate,Counterparty_21,EUR
1664,SEC_01732,Equity,Counterparty_56,EUR
1665,SEC_00530,Fixed Income,Counterparty_84,INR
1666,SEC_01911,Equity,Counterparty_31,EUR
1667,SEC_01321,Commodities,Counterparty_59,GBP
1668,SEC_01525,Alternatives,Counterparty_70,INR
1669,SEC_01643,Fixed Income,Counterparty_95,EUR
1670,SEC_00069,Alternatives,Counterparty_43,JPY
1671,SEC_01049,Alternatives,Counterparty_88,EUR
1672,SEC_00568,Fixed Income,Counterparty_54,INR
1673,SEC_00513,Commodities,Counterparty_18,INR
1674,SEC_00183,Real Estate,Counterparty_55,JPY
1675,SEC_01923,Commodities,Counterparty_29,INR
1676,SEC_00054,Real Estate,Counterparty_61,USD
1677,SEC_01105,Real Estate,Counterparty_51,INR
1678,SEC_00160,Fixed Income,Counterparty_76,EUR
1679,SEC_01410,Fixed Income,Counterparty_12,GBP
1680,SEC_01473,Equity,Counterparty_93,EUR
1681,SEC_00738,Alternatives,Counterparty_61,INR
1682,SEC_00264,Alternatives,Counterparty_71,USD
1683,SEC_00621,Alternatives,Counterparty_16,EUR
1684,SEC_01978,Alternatives,Counterparty_12,GBP
1685,SEC_01006,Equity,Counterparty_62,EUR
1686,SEC_01333,Real Estate,Counterparty_85,JPY
1687,SEC_01068,Equity,Counterparty_68,USD
1688,SEC_00201,Fixed Income,Counterparty_60,INR
1689,SEC_01308,Commodities,Counterparty_81,EUR
1690,SEC_00147,Real Estate,Counterparty_28,EUR
1691,SEC_01464,Real Estate,Counterparty_64,EUR
1692,SEC_01428,Equity,Counterparty_95,EUR
1693,SEC_00711,Fixed Income,Counterparty_72,GBP
1694,SEC_01770,Fixed Income,Counterparty_50,JPY
1695,SEC_01208,Real Estate,Counterparty_26,JPY
1696,SEC_00547,Equity,Counterparty_40,USD
1697,SEC_01939,Alternatives,Counterparty_55,USD
1698,SEC_01233,Real Estate,Counterparty_31,GBP
1699,SEC_00872,Alternatives,Counterparty_83,JPY
1700,SEC_00575,Commodities,Counterparty_71,USD
1701,SEC_00082,Fixed Income,Counterparty_5,INR
1702,SEC_00263,Real Estate,Counterparty_13,JPY
1703,SEC_01791,Commodities,Counterparty_18,EUR
1704,SEC_00923,Alternatives,Counterparty_82,JPY
1705,SEC_01063,Real Estate,Counterparty_50,INR
1706,SEC_00286,Commodities,Counterparty_84,EUR
1707,SEC_00023,Real Estate,Counterparty_87,JPY
1708,SEC_01620,Commodities,Counterparty_36,EUR
1709,SEC_01943,Commodities,Counterparty_52,EUR
1710,SEC_01498,Alternatives,Counterparty_33,GBP
1711,SEC_00303,Fixed Income,Counterparty_64,INR
1712,SEC_00206,Equity,Counterparty_71,GBP
1713,SEC_01456,Commodities,Counterparty_69,JPY
1714,SEC_00095,Fixed Income,Counterparty_96,EUR
1715,SEC_00475,Equity,Counterparty_73,JPY
1716,SEC_01599,Alternatives,Counterparty_30,JPY
1717,SEC_01400,Real Estate,Counterparty_96,GBP
1718,SEC_00137,Fixed Income,Counterparty_68,JPY
1719,SEC_00151,Real Estate,Counterparty_89,INR
1720,SEC_01653,Real Estate,Counterparty_22,EUR
1721,SEC_00703,Equity,Counterparty_59,USD
1722,SEC_00202,Fixed Income,Counterparty_8,INR
1723,SEC_00943,Commodities,Counterparty_66,USD
1724,SEC_01274,Equity,Counterparty_37,USD
1725,SEC_01623,Fixed Income,Counterparty_99,GBP
1726,SEC_00074,Commodities,Counterparty_56,USD
1727,SEC_01346,Real Estate,Counterparty_61,EUR
1728,SEC_00549,Alternatives,Counterparty_86,GBP
1729,SEC_00637,Alternatives,Counterparty_65,INR
1730,SEC_01000,Equity,Counterparty_42,INR
1731,SEC_00998,Commodities,Counterparty_97,INR
1732,SEC_01190,Commodities,Counterparty_49,JPY
1733,SEC_01025,Alternatives,Counterparty_68,GBP
1734,SEC_01968,Commodities,Counterparty_9,GBP
1735,SEC_01362,Fixed Income,Counterparty_8,GBP
1736,SEC_00291,Fixed Income,Counterparty_58,EUR
1737,SEC_00071,Alternatives,Counterparty_86,GBP
1738,SEC_00108,Real Estate,Counterparty_54,EUR
1739,SEC_01514,Real Estate,Counterparty_85,INR
1740,SEC_00598,Real Estate,Counterparty_48,JPY
1741,SEC_01205,Alternatives,Counterparty_54,USD
1742,SEC_01049,Equity,Counterparty_28,JPY
1743,SEC_01834,Commodities,Counterparty_66,JPY
1744,SEC_01175,Fixed Income,Counterparty_81,JPY
1745,SEC_01289,Fixed Income,Counterparty_31,USD
1746,SEC_01947,Equity,Counterparty_13,EUR
1747,SEC_00203,Commodities,Counterparty_59,INR
1748,SEC_01587,Real Estate,Counterparty_82,USD
1749,SEC_01499,Fixed Income,Counterparty_88,INR
1750,SEC_01244,Real Estate,Counterparty_31,EUR
1751,SEC_00569,Real Estate,Counterparty_33,INR
1752,SEC_01106,Alternatives,Counterparty_53,EUR
1753,SEC_00164,Alternatives,Counterparty_95,USD
1754,SEC_00930,Commodities,Counterparty_91,USD
1755,SEC_01293,Fixed Income,Counterparty_36,INR
1756,SEC_01207,Alternatives,Counterparty_85,INR
1757,SEC_01966,Commodities,Counterparty_69,JPY
1758,SEC_00180,Equity,Counterparty_75,JPY
1759,SEC_01820,Real Estate,Counterparty_98,INR
1760,SEC_00598,Fixed Income,Counterparty_34,JPY
1761,SEC_00472,Fixed Income,Counterparty_61,INR
1762,SEC_01135,Commodities,Counterparty_60,GBP
1763,SEC_01694,Alternatives,Counterparty_3,JPY
1764,SEC_01069,Real Estate,Counterparty_6,INR
1765,SEC_01574,Real Estate,Counterparty_20,GBP
1766,SEC_00532,Fixed Income,Counterparty_4,JPY
1767,SEC_01990,Fixed Income,Counterparty_53,USD
1768,SEC_00609,Real Estate,Counterparty_71,INR
1769,SEC_00431,Equity,Counterparty_62,USD
1770,SEC_01382,Commodities,Counterparty_81,JPY
1771,SEC_01083,Equity,Counterparty_38,GBP
1772,SEC_00975,Alternatives,Counterparty_36,INR
1773,SEC_00975,Equity,Counterparty_34,GBP
1774,SEC_00224,Equity,Counterparty_6,USD
1775,SEC_01934,Alternatives,Counterparty_66,INR
1776,SEC_00810,Commodities,Counterparty_18,USD
1777,SEC_00189,Real Estate,Counterparty_27,USD
1778,SEC_00059,Equity,Counterparty_39,GBP
1779,SEC_01032,Commodities,Counterparty_51,JPY
1780,SEC_01508,Alternatives,Counterparty_19,USD
1781,SEC_00825,Commodities,Counterparty_96,USD
1782,SEC_00406,Equity,Counterparty_88,EUR
1783,SEC_00614,Real Estate,Counterparty_34,GBP
1784,SEC_01876,Alternatives,Counterparty_89,USD
1785,SEC_01496,Alternatives,Counterparty_24,EUR
1786,SEC_01045,Equity,Counterparty_25,GBP
1787,SEC_00384,Commodities,Counterparty_76,INR
1788,SEC_00412,Real Estate,Counterparty_94,JPY
1789,SEC_01329,Alternatives,Counterparty_70,GBP
1790,SEC_01943,Equity,Counterparty_30,USD
1791,SEC_00728,Equity,Counterparty_97,EUR
1792,SEC_01334,Fixed Income,Counterparty_79,EUR
1793,SEC_00231,Fixed Income,Counterparty_93,INR
1794,SEC_00236,Commodities,Counterparty_54,EUR
1795,SEC_00663,Equity,Counterparty_78,USD
1796,SEC_01604,Commodities,Counterparty_25,GBP
1797,SEC_00046,Commodities,Counterparty_5,INR
1798,SEC_01988,Real Estate,Counterparty_2,JPY
1799,SEC_00222,Fixed Income,Counterparty_80,JPY
1800,SEC_00752,Commodities,Counterparty_63,USD
1801,SEC_00156,Real Estate,Counterparty_54,INR
1802,SEC_01119,Real Estate,Counterparty_38,INR
1803,SEC_01633,Fixed Income,Counterparty_17,USD
1804,SEC_00818,Fixed Income,Counterparty_31,INR
1805,SEC_01107,Equity,Counterparty_1,EUR
1806,SEC_01269,Commodities,Counterparty_6,EUR
1807,SEC_00575,Real Estate,Counterparty_95,USD
1808,SEC_00010,Equity,Counterparty_70,USD
1809,SEC_00089,Commodities,Counterparty_36,EUR
1810,SEC_01701,Commodities,Counterparty_8,GBP
1811,SEC_00909,Equity,Counterparty_93,USD
1812,SEC_00326,Real Estate,Counterparty_73,EUR
1813,SEC_00286,Equity,Counterparty_86,GBP
1814,SEC_00215,Commodities,Counterparty_10,GBP
1815,SEC_00996,Equity,Counterparty_24,EUR
1816,SEC_01872,Equity,Counterparty_63,EUR
1817,SEC_01096,Commodities,Counterparty_40,INR
1818,SEC_01232,Fixed Income,Counterparty_2,GBP
1819,SEC_01163,Real Estate,Counterparty_20,JPY
1820,SEC_01782,Commodities,Counterparty_81,INR
1821,SEC_01403,Fixed Income,Counterparty_33,INR
1822,SEC_01665,Equity,Counterparty_14,GBP
1823,SEC_00982,Fixed Income,Counterparty_96,GBP
1824,SEC_00402,Commodities,Counterparty_54,GBP
1825,SEC_00612,Commodities,Counterparty_55,USD
1826,SEC_00523,Equity,Counterparty_37,EUR
1827,SEC_00340,Commodities,Counterparty_88,EUR
1828,SEC_01930,Alternatives,Counterparty_84,EUR
1829,SEC_01200,Fixed Income,Counterparty_6,GBP
1830,SEC_00829,Alternatives,Counterparty_33,INR
1831,SEC_00906,Alternatives,Counterparty_50,GBP
1832,SEC_00357,Fixed Income,Counterparty_92,GBP
1833,SEC_00378,Commodities,Counterparty_75,INR
1834,SEC_01340,Fixed Income,Counterparty_100,JPY
1835,SEC_01906,Equity,Counterparty_84,USD
1836,SEC_01686,Alternatives,Counterparty_70,JPY
1837,SEC_00075,Alternatives,Counterparty_72,GBP
1838,SEC_01123,Commodities,Counterparty_83,EUR
1839,SEC_00265,Fixed Income,Counterparty_79,EUR
1840,SEC_00911,Real Estate,Counterparty_86,INR
1841,SEC_01014,Commodities,Counterparty_51,GBP
1842,SEC_01779,Commodities,Counterparty_66,INR
1843,SEC_01107,Commodities,Counterparty_61,INR
1844,SEC_01829,Fixed Income,Counterparty_28,USD
1845,SEC_01606,Commodities,Counterparty_100,INR
1846,SEC_00228,Equity,Counterparty_100,GBP
1847,SEC_01708,Equity,Counterparty_44,USD
1848,SEC_01989,Alternatives,Counterparty_82,EUR
1849,SEC_00131,Alternatives,Counterparty_12,USD
1850,SEC_01034,Fixed Income,Counterparty_83,GBP
1851,SEC_01997,Real Estate,Counterparty_57,JPY
1852,SEC_01924,Alternatives,Counterparty_26,USD
1853,SEC_01592,Alternatives,Counterparty_25,JPY
1854,SEC_01960,Alternatives,Counterparty_92,USD
1855,SEC_00545,Alternatives,Counterparty_15,USD
1856,SEC_00244,Commodities,Counterparty_74,INR
1857,SEC_01250,Alternatives,Counterparty_98,JPY
1858,SEC_00228,Fixed Income,Counterparty_77,JPY
1859,SEC_00245,Commodities,Counterparty_80,USD
1860,SEC_01953,Commodities,Counterparty_53,GBP
1861,SEC_00444,Fixed Income,Counterparty_95,GBP
1862,SEC_01941,Real Estate,Counterparty_65,JPY
1863,SEC_00615,Alternatives,Counterparty_54,INR
1864,SEC_01733,Equity,Counterparty_87,INR
1865,SEC_00887,Real Estate,Counterparty_78,GBP
1866,SEC_01837,Alternatives,Counterparty_39,INR
1867,SEC_00825,Equity,Counterparty_94,USD
1868,SEC_01485,Commodities,Counterparty_51,USD
1869,SEC_00936,Commodities,Counterparty_20,JPY
1870,SEC_01745,Commodities,Counterparty_64,EUR
1871,SEC_00382,Alternatives,Counterparty_89,GBP
1872,SEC_01216,Fixed Income,Counterparty_11,GBP
1873,SEC_00639,Commodities,Counterparty_90,EUR
1874,SEC_00522,Commodities,Counterparty_52,INR
1875,SEC_00842,Commodities,Counterparty_85,USD
1876,SEC_01602,Alternatives,Counterparty_54,USD
1877,SEC_01894,Equity,Counterparty_69,GBP
1878,SEC_01877,Real Estate,Counterparty_7,GBP
1879,SEC_01985,Commodities,Counterparty_12,INR
1880,SEC_00158,Real Estate,Counterparty_2,INR
1881,SEC_01280,Fixed Income,Counterparty_21,GBP
1882,SEC_01874,Fixed Income,Counterparty_96,INR
1883,SEC_00547,Fixed Income,Counterparty_69,EUR
1884,SEC_00506,Commodities,Counterparty_91,USD
1885,SEC_00821,Real Estate,Counterparty_95,GBP
1886,SEC_00167,Equity,Counterparty_76,EUR
1887,SEC_01904,Alternatives,Counterparty_36,EUR
1888,SEC_00022,Real Estate,Counterparty_21,JPY
1889,SEC_00067,Alternatives,Counterparty_53,GBP
1890,SEC_00710,Real Estate,Counterparty_19,JPY
1891,SEC_00612,Commodities,Counterparty_3,EUR
1892,SEC_00848,Equity,Counterparty_60,GBP
1893,SEC_01731,Commodities,Counterparty_81,JPY
1894,SEC_01636,Fixed Income,Counterparty_94,USD
1895,SEC_00587,Equity,Counterparty_100,GBP
1896,SEC_00888,Real Estate,Counterparty_73,JPY
1897,SEC_00017,Commodities,Counterparty_34,INR
1898,SEC_00659,Alternatives,Counterparty_29,GBP
1899,SEC_00762,Commodities,Counterparty_74,INR
1900,SEC_00255,Commodities,Counterparty_57,GBP
1901,SEC_01212,Real Estate,Counterparty_73,JPY
1902,SEC_00328,Real Estate,Counterparty_40,JPY
1903,SEC_01404,Fixed Income,Counterparty_50,GBP
1904,SEC_01998,Equity,Counterparty_75,EUR
1905,SEC_00346,Commodities,Counterparty_19,JPY
1906,SEC_00240,Alternatives,Counterparty_22,GBP
1907,SEC_01497,Real Estate,Counterparty_51,GBP
1908,SEC_00307,Real Estate,Counterparty_49,USD
1909,SEC_00176,Fixed Income,Counterparty_52,INR
1910,SEC_00313,Equity,Counterparty_22,USD
1911,SEC_00906,Fixed Income,Counterparty_62,INR
1912,SEC_00544,Real Estate,Counterparty_60,INR
1913,SEC_00335,Alternatives,Counterparty_80,USD
1914,SEC_01403,Fixed Income,Counterparty_81,EUR
1915,SEC_01658,Commodities,Counterparty_7,GBP
1916,SEC_00836,Real Estate,Counterparty_53,JPY
1917,SEC_01564,Real Estate,Counterparty_31,GBP
1918,SEC_00900,Fixed Income,Counterparty_4,USD
1919,SEC_00701,Alternatives,Counterparty_93,EUR
1920,SEC_01357,Fixed Income,Counterparty_7,JPY
1921,SEC_01164,Alternatives,Counterparty_94,JPY
1922,SEC_01807,Real Estate,Counterparty_3,EUR
1923,SEC_01309,Fixed Income,Counterparty_25,JPY
1924,SEC_01367,Equity,Counterparty_34,JPY
1925,SEC_00269,Fixed Income,Counterparty_33,EUR
1926,SEC_00806,Fixed Income,Counterparty_95,USD
1927,SEC_00186,Equity,Counterparty_88,USD
1928,SEC_00110,Equity,Counterparty_38,JPY
1929,SEC_00767,Commodities,Counterparty_4,USD
1930,SEC_00035,Equity,Counterparty_48,USD
1931,SEC_01960,Alternatives,Counterparty_74,JPY
1932,SEC_01868,Commodities,Counterparty_89,JPY
1933,SEC_01246,Alternatives,Counterparty_61,USD
1934,SEC_01646,Commodities,Counterparty_65,INR
1935,SEC_01797,Commodities,Counterparty_81,EUR
1936,SEC_01538,Alternatives,Counterparty_71,USD
1937,SEC_01770,Real Estate,Counterparty_78,USD
1938,SEC_00798,Real Estate,Counterparty_61,INR
1939,SEC_01123,Fixed Income,Counterparty_1,GBP
1940,SEC_00631,Real Estate,Counterparty_6,GBP
1941,SEC_00010,Fixed Income,Counterparty_74,EUR
1942,SEC_01609,Real Estate,Counterparty_21,JPY
1943,SEC_00209,Fixed Income,Counterparty_67,USD
1944,SEC_01660,Fixed Income,Counterparty_83,INR
1945,SEC_00038,Equity,Counterparty_28,JPY
1946,SEC_01979,Fixed Income,Counterparty_66,JPY
1947,SEC_00094,Alternatives,Counterparty_27,GBP
1948,SEC_01257,Alternatives,Counterparty_32,USD
1949,SEC_00887,Fixed Income,Counterparty_12,EUR
1950,SEC_01187,Alternatives,Counterparty_65,INR
1951,SEC_00839,Real Estate,Counterparty_46,USD
1952,SEC_00652,Alternatives,Counterparty_40,JPY
1953,SEC_00242,Equity,Counterparty_93,JPY
1954,SEC_00682,Alternatives,Counterparty_9,EUR
1955,SEC_00098,Real Estate,Counterparty_82,GBP
1956,SEC_01969,Real Estate,Counterparty_62,EUR
1957,SEC_01407,Fixed Income,Counterparty_100,EUR
1958,SEC_00579,Commodities,Counterparty_16,USD
1959,SEC_01313,Real Estate,Counterparty_99,GBP
1960,SEC_00616,Fixed Income,Counterparty_100,JPY
1961,SEC_00141,Fixed Income,Counterparty_68,GBP
1962,SEC_00203,Alternatives,Counterparty_40,USD
1963,SEC_01512,Alternatives,Counterparty_35,USD
1964,SEC_01428,Fixed Income,Counterparty_83,EUR
1965,SEC_00417,Equity,Counterparty_60,USD
1966,SEC_00802,Fixed Income,Counterparty_70,GBP
1967,SEC_01330,Alternatives,Counterparty_95,EUR
1968,SEC_00946,Real Estate,Counterparty_91,EUR
1969,SEC_00137,Equity,Counterparty_3,EUR
1970,SEC_00775,Commodities,Counterparty_53,GBP
1971,SEC_00905,Real Estate,Counterparty_100,EUR
1972,SEC_00618,Alternatives,Counterparty_59,INR
1973,SEC_00922,Real Estate,Counterparty_36,INR
1974,SEC_01154,Real Estate,Counterparty_66,GBP
1975,SEC_01797,Alternatives,Counterparty_37,JPY
1976,SEC_00625,Real Estate,Counterparty_79,JPY
1977,SEC_00834,Fixed Income,Counterparty_87,EUR
1978,SEC_01140,Equity,Counterparty_44,GBP
1979,SEC_00138,Alternatives,Counterparty_64,EUR
1980,SEC_00415,Equity,Counterparty_51,EUR
1981,SEC_01185,Fixed Income,Counterparty_6,INR
1982,SEC_00620,Alternatives,Counterparty_97,USD
1983,SEC_00248,Fixed Income,Counterparty_69,GBP
1984,SEC_01903,Commodities,Counterparty_21,USD
1985,SEC_01158,Commodities,Counterparty_57,INR
1986,SEC_00526,Commodities,Counterparty_28,USD
1987,SEC_01614,Equity,Counterparty_85,INR
1988,SEC_01295,Commodities,Counterparty_24,JPY
1989,SEC_00225,Commodities,Counterparty_92,INR
1990,SEC_01145,Fixed Income,Counterparty_75,GBP
1991,SEC_00735,Real Estate,Counterparty_63,JPY
1992,SEC_00721,Real Estate,Counterparty_22,EUR
1993,SEC_01963,Commodities,Counterparty_34,GBP
1994,SEC_00463,Real Estate,Counterparty_37,GBP
1995,SEC_00916,Commodities,Counterparty_41,GBP
1996,SEC_00240,Commodities,Counterparty_81,USD
1997,SEC_00021,Equity,Counterparty_79,USD
1998,SEC_00448,Alternatives,Counterparty_93,EUR
1999,SEC_01821,Real Estate,Counterparty_98,USD
2000,SEC_01979,Commodities,Counterparty_43,GBP
2001,SEC_01353,Real Estate,Counterparty_22,INR
2002,SEC_00448,Equity,Counterparty_91,EUR
2003,SEC_01629,Equity,Counterparty_15,EUR
2004,SEC_01964,Commodities,Counterparty_21,GBP
2005,SEC_00255,Real Estate,Counterparty_52,JPY
2006,SEC_01186,Real Estate,Counterparty_4,USD
2007,SEC_00303,Real Estate,Counterparty_47,JPY
2008,SEC_01788,Equity,Counterparty_18,GBP
2009,SEC_00777,Fixed Income,Counterparty_71,JPY
2010,SEC_01212,Fixed Income,Counterparty_80,GBP
2011,SEC_00624,Real Estate,Counterparty_35,USD
2012,SEC_01054,Real Estate,Counterparty_76,USD
2013,SEC_01809,Alternatives,Counterparty_7,EUR
2014,SEC_01460,Commodities,Counterparty_41,JPY
2015,SEC_01339,Equity,Counterparty_10,JPY
2016,SEC_00887,Alternatives,Counterparty_62,JPY
2017,SEC_00388,Real Estate,Counterparty_65,JPY
2018,SEC_00680,Fixed Income,Counterparty_12,INR
2019,SEC_00480,Fixed Income,Counterparty_91,EUR
2020,SEC_00608,Alternatives,Counterparty_28,EUR
2021,SEC_00135,Fixed Income,Counterparty_58,INR
2022,SEC_01062,Fixed Income,Counterparty_56,JPY
2023,SEC_00288,Commodities,Counterparty_18,INR
2024,SEC_01093,Real Estate,Counterparty_65,JPY
2025,SEC_00746,Alternatives,Counterparty_57,INR
2026,SEC_01091,Equity,Counterparty_50,EUR
2027,SEC_01592,Equity,Counterparty_87,INR
2028,SEC_01812,Real Estate,Counterparty_81,GBP
2029,SEC_00192,Equity,Counterparty_45,JPY
2030,SEC_01144,Fixed Income,Counterparty_62,INR
2031,SEC_00401,Commodities,Counterparty_65,JPY
2032,SEC_01424,Alternatives,Counterparty_55,USD
2033,SEC_01547,Alternatives,Counterparty_38,JPY
2034,SEC_00909,Fixed Income,Counterparty_4,INR
2035,SEC_00658,Real Estate,Counterparty_15,JPY
2036,SEC_01038,Commodities,Counterparty_21,GBP
2037,SEC_01570,Equity,Counterparty_21,GBP
2038,SEC_01740,Alternatives,Counterparty_51,INR
2039,SEC_01622,Alternatives,Counterparty_86,INR
2040,SEC_00469,Real Estate,Counterparty_78,JPY
2041,SEC_00893,Commodities,Counterparty_35,EUR
2042,SEC_00154,Equity,Counterparty_4,GBP
2043,SEC_01194,Alternatives,Counterparty_99,GBP
2044,SEC_00957,Alternatives,Counterparty_32,USD
2045,SEC_00679,Equity,Counterparty_92,USD
2046,SEC_01410,Commodities,Counterparty_12,EUR
2047,SEC_00697,Commodities,Counterparty_54,GBP
2048,SEC_00306,Commodities,Counterparty_30,INR
2049,SEC_01649,Alternatives,Counterparty_9,GBP
2050,SEC_01680,Fixed Income,Counterparty_19,INR
2051,SEC_01342,Alternatives,Counterparty_80,INR
2052,SEC_00354,Real Estate,Counterparty_30,EUR
2053,SEC_00907,Real Estate,Counterparty_65,GBP
2054,SEC_01235,Alternatives,Counterparty_45,JPY
2055,SEC_01919,Alternatives,Counterparty_23,GBP
2056,SEC_01727,Equity,Counterparty_76,GBP
2057,SEC_00798,Commodities,Counterparty_5,USD
2058,SEC_00694,Equity,Counterparty_84,EUR
2059,SEC_01479,Real Estate,Counterparty_67,JPY
2060,SEC_01691,Real Estate,Counterparty_66,JPY
2061,SEC_00854,Fixed Income,Counterparty_43,JPY
2062,SEC_00192,Commodities,Counterparty_84,INR
2063,SEC_00593,Commodities,Counterparty_2,EUR
2064,SEC_01359,Real Estate,Counterparty_48,USD
2065,SEC_00905,Equity,Counterparty_58,INR
2066,SEC_01868,Alternatives,Counterparty_40,JPY
2067,SEC_00968,Commodities,Counterparty_99,INR
2068,SEC_01020,Alternatives,Counterparty_53,INR
2069,SEC_00898,Real Estate,Counterparty_59,JPY
2070,SEC_01585,Fixed Income,Counterparty_68,JPY
