HoldingDate,ClientID,FundID,SecurityID,UnitsHeld,MarketValue
2023-08-20,658,5854,3042,9221,4500455.83
2022-02-25,6999,4370,121,32325,4500455.83
2023-05-16,3124,1784,4666,16897,4500455.83
2022-01-12,2988,2267,161,36910,4500455.83
2024-03-04,6153,523,4661,39857,4500455.83
2023-11-15,6439,6093,377,34006,4500455.83
2023-07-22,6191,6169,2743,11393,4500455.83
2024-08-08,2434,801,5630,34428,4500455.83
2022-08-19,2911,5923,2482,11091,4500455.83
2023-06-09,5472,216,5201,319,4500455.83
2023-05-26,4433,1273,81,32007,4500455.83
2024-07-09,2795,1453,783,39749,4500455.83
2024-02-23,4970,3699,4744,46168,4500455.83
2022-08-08,4053,3570,3633,42302,4500455.83
2022-03-23,3453,4789,1651,43678,4500455.83
2022-02-09,3027,5581,549,34541,4500455.83
2024-12-10,2383,5309,1363,40135,4500455.83
2024-09-03,3431,2210,2781,3675,4500455.83
2022-07-02,1129,3215,4961,1071,4500455.83
2022-10-22,3209,4550,4508,29431,4500455.83
2022-12-05,694,5970,5992,3756,4500455.83
2022-11-12,225,362,5217,22510,4500455.83
2023-01-01,1466,3740,3456,11776,4500455.83
2022-02-21,5607,5429,3591,1928,4500455.83
2024-03-19,1008,5654,3811,41440,4500455.83
2023-05-19,4483,3563,4040,41135,4500455.83
2022-02-26,6337,4601,3335,10907,4500455.83
2024-03-27,6404,5048,5101,41789,4500455.83
2022-09-19,1588,3736,59,11740,4500455.83
2022-07-11,979,268,3569,18247,4500455.83
2023-12-11,5185,2200,153,26457,4500455.83
2022-04-07,894,1665,5827,2914,4500455.83
2023-07-11,4196,5992,2592,27424,4500455.83
2024-11-01,6927,3569,1968,25553,4500455.83
2023-05-08,3370,2042,4791,40089,4500455.83
2024-09-01,5057,5788,2656,26172,4500455.83
2023-05-09,56,3208,2967,16713,4500455.83
2023-06-17,5709,969,5805,36463,4500455.83
2024-08-11,3916,955,5002,45412,4500455.83
2022-08-24,1618,4211,2748,47064,4500455.83
2022-08-23,5122,1390,5897,37520,4500455.83
2024-06-24,1535,331,4179,48299,4500455.83
2022-04-07,429,4642,4662,27287,4500455.83
2024-02-11,2623,4244,215,27301,4500455.83
2023-07-21,1199,659,1612,2367,4500455.83
2022-03-06,6012,1648,5390,39903,4500455.83
2022-03-02,6483,4472,5796,47616,4500455.83
2024-08-09,1826,4726,5552,16043,4500455.83
2022-08-03,3201,1762,982,1731,4500455.83
2022-02-13,5230,5179,591,14611,4500455.83
2022-12-16,1506,1225,1332,29231,4500455.83
2022-01-23,1618,4947,4857,19704,4500455.83
2023-10-23,687,4774,99,6772,4500455.83
2022-12-25,1524,1945,2097,10843,4500455.83
2024-01-05,2940,2017,4602,30004,4500455.83
2023-02-01,718,5419,4485,11948,4500455.83
2022-11-11,5533,4454,2908,45116,4500455.83
2023-12-29,6325,4717,4081,7815,4500455.83
2022-03-30,3318,526,4590,3516,4500455.83
2023-11-18,5247,2586,1755,20461,4500455.83
2022-09-07,1240,4761,911,11071,4500455.83
2022-03-11,6155,3807,5854,1381,4500455.83
2022-06-20,5211,5817,1416,887,4500455.83
2023-02-27,2861,1149,2231,42815,4500455.83
2024-07-15,331,987,2673,22914,4500455.83
2024-04-20,633,2202,4985,7388,4500455.83
2024-10-22,3262,6030,3348,24831,4500455.83
2023-06-03,1301,194,4045,18034,4500455.83
2023-10-09,5686,3654,3718,35625,4500455.83
2024-10-29,1444,64,2561,11713,4500455.83
2023-04-18,6389,6042,2939,42233,4500455.83
2024-04-02,5612,3895,4338,35610,4500455.83
2023-12-18,5866,105,1746,27460,4500455.83
2022-05-02,770,2742,5062,11031,4500455.83
2022-11-01,893,3492,1713,772,4500455.83
2023-11-01,1172,5308,4337,41020,4500455.83
2022-09-17,1463,4739,1058,3103,4500455.83
2024-12-25,1790,5366,3001,25241,4500455.83
2023-06-26,6667,3172,17,24736,4500455.83
2023-10-26,2146,923,703,29306,4500455.83
2023-06-21,578,4189,3901,7014,4500455.83
2023-07-31,5499,3897,4923,19550,4500455.83
2024-08-29,4781,1523,2908,30383,4500455.83
2024-12-27,5428,74,2639,35611,4500455.83
2024-08-13,5753,4471,4315,6684,4500455.83
2023-09-06,6681,3873,5793,15292,4500455.83
2023-01-14,3213,2791,3988,26044,4500455.83
2024-08-10,3573,4842,1429,2973,4500455.83
2024-08-01,6545,1127,4328,37487,4500455.83
2022-06-11,1312,3577,5417,3766,4500455.83
2024-06-16,3640,3458,5706,13200,4500455.83
2023-05-10,1327,5786,3616,30064,4500455.83
2022-03-28,1910,6039,2240,6546,4500455.83
2024-04-30,1934,498,4455,47399,4500455.83
2023-11-30,2747,5087,5885,48780,4500455.83
2024-09-13,2453,4483,1725,29300,4500455.83
2023-03-03,3233,2229,4378,12156,4500455.83
2023-03-19,2160,1597,1430,48739,4500455.83
2022-11-17,86,3242,4923,2259,4500455.83
2024-11-02,1675,3779,2098,28783,4500455.83
2023-01-02,2525,4930,3277,37093,4500455.83
2022-03-15,3802,5376,4064,29882,4500455.83
2022-05-22,3733,6063,5705,32385,4500455.83
2022-04-11,1939,2653,5093,19324,4500455.83
2022-09-07,1264,3886,3562,2594,4500455.83
2022-02-16,2215,799,1536,38706,4500455.83
2023-11-30,5135,6458,4706,13435,4500455.83
2024-05-09,3892,5391,4440,16736,4500455.83
2024-12-24,543,5514,394,24968,4500455.83
2024-07-02,2171,107,3245,46523,4500455.83
2023-12-09,5290,1878,858,35618,4500455.83
2023-07-24,318,2552,1954,16626,4500455.83
2023-11-22,2235,756,3391,37390,4500455.83
2024-04-09,1522,6242,485,48712,4500455.83
2024-07-19,945,5418,1604,30122,4500455.83
2023-12-17,3487,6248,254,16726,4500455.83
2024-03-05,6151,2233,5469,21106,4500455.83
2024-12-02,3017,4041,4566,37565,4500455.83
2023-01-08,3406,526,5849,47379,4500455.83
2024-11-06,6366,84,5614,25781,4500455.83
2024-10-14,6847,6243,759,27038,4500455.83
2022-02-09,2561,5082,1108,14266,4500455.83
2022-09-11,5521,528,2799,48744,4500455.83
2023-11-28,3905,4304,4421,21007,4500455.83
2024-06-20,1771,682,3999,1594,4500455.83
2022-12-22,317,5582,5868,34272,4500455.83
2022-07-06,6802,1395,3769,16288,4500455.83
2024-08-12,6189,3737,4344,33716,4500455.83
2023-09-13,3800,1072,2741,23891,4500455.83
2024-06-03,941,1643,5073,37345,4500455.83
2024-08-24,2642,5685,3266,39536,4500455.83
2023-09-26,532,1154,5944,48876,4500455.83
2022-03-25,186,2309,1090,4087,4500455.83
2024-06-29,4572,233,5851,15705,4500455.83
2022-01-15,5170,732,534,21209,4500455.83
2022-03-28,4262,5356,4533,20330,4500455.83
2022-01-10,5773,2669,3257,34247,4500455.83
2023-03-22,1149,2178,2337,33360,4500455.83
2024-06-08,5606,5217,3589,31149,4500455.83
2024-10-31,2216,3477,1293,20255,4500455.83
2022-08-12,5057,5035,1835,38486,4500455.83
2022-07-18,2593,1948,3924,34465,4500455.83
2022-11-21,4863,4049,4564,48467,4500455.83
2022-07-13,64,1705,5596,46953,4500455.83
2023-04-03,1708,2295,2426,15563,4500455.83
2024-07-01,6254,1247,1676,19082,4500455.83
2022-11-29,2469,25,5831,26509,4500455.83
2023-06-05,2060,5303,377,6977,4500455.83
2022-01-04,1621,2943,5944,38652,4500455.83
2022-01-31,1030,3896,709,40841,4500455.83
2022-08-12,1344,172,285,49065,4500455.83
2024-06-17,496,5702,25,27067,4500455.83
2024-11-30,770,4240,4875,43296,4500455.83
2023-10-09,768,195,2217,20704,4500455.83
2022-06-27,2775,5105,395,2570,4500455.83
2024-08-24,5603,3035,5414,9598,4500455.83
2022-10-30,5103,139,5237,1276,4500455.83
2022-12-06,2482,3735,1618,29536,4500455.83
2023-02-10,2027,3310,190,18113,4500455.83
2023-12-15,2150,1639,1145,48223,4500455.83
2023-12-03,1809,5704,5114,20496,4500455.83
2024-05-31,10,2560,1489,32743,4500455.83
2023-04-30,2379,3546,5016,27184,4500455.83
2024-11-18,6015,232,5676,24613,4500455.83
2022-09-16,936,1941,5139,43852,4500455.83
2023-04-10,4255,5172,2181,34491,4500455.83
2023-12-25,4803,1596,516,35771,4500455.83
2022-06-29,1183,4448,3073,11524,4500455.83
2024-09-21,5755,1087,3038,5831,4500455.83
2023-12-25,5937,4694,5758,44242,4500455.83
2023-08-13,2534,3878,3345,29242,4500455.83
2024-05-23,2785,4187,5803,23880,4500455.83
2024-09-23,6551,2824,2148,42129,4500455.83
2022-02-20,4591,639,1842,24206,4500455.83
2024-05-13,3608,1307,2539,14358,4500455.83
2022-06-13,5696,2981,4544,42082,4500455.83
2022-09-27,2870,3229,3620,37963,4500455.83
2024-02-07,5713,2042,1,7132,4500455.83
2024-10-15,2888,2480,1989,26979,4500455.83
2023-10-28,98,1855,722,2979,4500455.83
2023-12-14,6205,322,721,150,4500455.83
2024-12-09,4473,5800,3541,13351,4500455.83
2023-04-29,3087,3439,322,20718,4500455.83
2023-02-23,1744,5264,3108,27242,4500455.83
2024-09-03,2267,6001,3646,36889,4500455.83
2023-12-31,5265,1150,4244,16312,4500455.83
2024-07-13,1366,6074,1619,36464,4500455.83
2022-10-16,1237,6341,1846,44651,4500455.83
2022-08-14,2821,3275,5714,15752,4500455.83
2023-01-25,6310,2164,1421,44581,4500455.83
2022-06-08,3997,712,3147,36179,4500455.83
2024-01-04,710,3983,3809,33394,4500455.83
2024-01-17,3610,4839,1393,16113,4500455.83
2022-10-23,5992,579,3484,39865,4500455.83
2023-03-07,1487,3612,567,11979,4500455.83
2024-04-10,4068,3917,5803,18300,4500455.83
2024-04-29,57,3513,490,8992,4500455.83
2023-07-09,6728,6150,3884,8099,4500455.83
2022-11-28,5281,1284,2581,40615,4500455.83
2023-01-04,2020,4468,3893,26276,4500455.83
2024-02-01,3584,3682,175,2976,4500455.83
2024-01-25,2608,4584,124,1041,4500455.83
2022-10-07,216,2782,4576,20542,4500455.83
2023-01-01,5704,4976,2681,1504,4500455.83
2023-11-26,4724,1099,2391,35171,4500455.83
2024-08-05,152,4160,1689,20088,4500455.83
2022-02-14,2643,5310,2144,38501,4500455.83
2022-12-15,2467,1828,5093,30254,4500455.83
2022-02-20,1977,382,4777,40662,4500455.83
2022-10-12,1526,1036,5279,18824,4500455.83
2024-08-21,6752,5249,4109,30997,4500455.83
2022-05-03,4143,4614,1542,37133,4500455.83
2024-11-03,6642,5946,2305,13865,4500455.83
2024-12-17,6782,5140,568,15861,4500455.83
2024-11-22,4953,3193,190,26633,4500455.83
2022-12-26,5265,1898,5719,30510,4500455.83
2024-12-31,4216,2570,2415,38506,4500455.83
2024-07-02,371,2919,1989,13937,4500455.83
2024-05-31,4521,3455,4061,25223,4500455.83
2022-06-13,1847,520,5014,37356,4500455.83
2023-10-02,4080,2466,5568,15005,4500455.83
2023-10-21,6058,6193,1733,27051,4500455.83
2023-11-20,3623,6035,3089,44521,4500455.83
2023-09-28,1648,3028,3986,33466,4500455.83
2022-09-04,5546,5234,2349,9498,4500455.83
2022-06-30,5866,750,5430,18297,4500455.83
2022-05-03,2321,1191,1575,4910,4500455.83
2022-03-11,1196,5115,5441,41011,4500455.83
2023-05-28,6545,3003,3167,20238,4500455.83
2024-10-16,2167,4675,3032,30214,4500455.83
2023-06-23,281,5958,4790,47299,4500455.83
2023-01-15,3986,2594,3728,32254,4500455.83
2022-11-04,6567,662,1221,3592,4500455.83
2022-03-04,2028,6111,1776,1471,4500455.83
2024-05-12,5480,1291,1818,9280,4500455.83
2022-08-14,4050,706,2613,30498,4500455.83
2022-08-29,1521,2748,5493,41908,4500455.83
2024-09-03,5487,1304,2041,17350,4500455.83
2023-01-13,6123,3591,2584,30619,4500455.83
2022-11-19,6348,71,4140,23149,4500455.83
2022-12-06,1063,564,4887,24542,4500455.83
2022-02-06,5041,5464,2174,21802,4500455.83
2022-06-30,1999,4640,4171,19498,4500455.83
2024-10-03,5090,1588,3806,36555,4500455.83
2023-01-19,3493,6127,4525,808,4500455.83
2023-11-02,3086,1749,4062,27432,4500455.83
2024-11-08,1347,428,4919,16891,4500455.83
2022-05-03,6453,5913,1350,40961,4500455.83
2022-07-04,3327,1260,3581,33053,4500455.83
2022-08-30,5512,2355,4974,33119,4500455.83
2022-05-14,4638,943,2885,16884,4500455.83
2024-12-05,3311,3681,2800,18113,4500455.83
2024-05-22,6245,4769,3309,1032,4500455.83
2024-12-30,210,984,3648,17218,4500455.83
2022-01-27,1405,758,142,43714,4500455.83
2024-08-06,2501,3191,3102,32530,4500455.83
2023-09-28,1537,1062,1156,23802,4500455.83
2024-08-18,3707,753,3590,20791,4500455.83
2022-11-07,2390,4260,39,26501,4500455.83
2022-04-21,4479,5558,1331,48889,4500455.83
2022-08-12,5028,336,1127,26278,4500455.83
2022-02-06,4325,1049,2666,45244,4500455.83
2024-03-16,5305,1606,5623,42911,4500455.83
2023-03-28,1899,2971,3000,36704,4500455.83
2022-10-06,6782,3046,2009,14915,4500455.83
2023-12-01,1836,4683,569,18435,4500455.83
2022-10-25,3020,29,5307,4227,4500455.83
2023-12-22,1802,2910,2877,31084,4500455.83
2023-09-02,6627,740,5265,12117,4500455.83
2022-06-01,1928,27,4321,24964,4500455.83
2024-01-24,1592,2887,4134,44832,4500455.83
2023-05-16,5521,4610,1233,42486,4500455.83
2024-03-26,4664,3593,1905,49105,4500455.83
2024-09-20,5849,5747,3621,26969,4500455.83
2024-09-21,3312,1436,1115,8294,4500455.83
2024-01-12,5429,1647,3854,3126,4500455.83
2024-02-23,4363,6062,693,2460,4500455.83
2024-12-17,5077,403,1316,32783,4500455.83
2023-04-22,5018,5628,248,5399,4500455.83
2023-01-22,312,1295,1541,24030,4500455.83
2023-09-14,5216,3889,1832,15136,4500455.83
2024-11-11,2897,5778,1734,18433,4500455.83
2024-02-12,1650,3146,4502,27370,4500455.83
2024-06-05,4345,4870,2830,12531,4500455.83
2023-02-08,3424,21,3737,39746,4500455.83
2024-08-18,4298,4887,212,5774,4500455.83
2024-09-29,467,913,4289,35869,4500455.83
2022-12-09,2663,5671,433,29242,4500455.83
2023-01-16,4621,4415,3619,30220,4500455.83
2024-03-08,2553,4706,4069,27542,4500455.83
2022-07-15,1985,2369,2042,39482,4500455.83
2024-06-03,1225,4899,692,1603,4500455.83
2024-09-27,3380,5483,5340,3958,4500455.83
2022-05-05,5298,1583,2717,9981,4500455.83
2022-09-30,2127,1603,5882,45885,4500455.83
2024-02-26,4506,4673,5480,5722,4500455.83
2023-01-26,1945,1155,2888,37518,4500455.83
2023-09-26,6602,210,2079,10367,4500455.83
2024-10-14,6396,3087,5909,38397,4500455.83
2024-05-28,2469,2427,1414,42865,4500455.83
2023-06-19,5858,4494,5641,35839,4500455.83
2022-09-08,1513,549,364,9637,4500455.83
2023-05-11,4271,5622,4626,22392,4500455.83
2022-02-12,2861,5393,5204,6828,4500455.83
2024-06-25,5309,988,3900,45551,4500455.83
2022-10-12,2375,2320,4279,8051,4500455.83
2023-03-18,3677,6429,3832,44253,4500455.83
2024-01-06,5687,3987,909,11154,4500455.83
2023-10-09,1697,1240,3191,9415,4500455.83
2022-05-07,2164,20,1285,3677,4500455.83
2023-10-24,2725,3932,2465,39628,4500455.83
2023-05-29,4982,5783,3009,16845,4500455.83
2023-08-27,6847,5062,3877,9568,4500455.83
2023-06-17,5207,1396,5437,36601,4500455.83
2022-07-03,4884,5503,826,11765,4500455.83
2023-03-20,6033,5231,3340,20998,4500455.83
2023-12-08,2087,1419,3612,23492,4500455.83
2023-11-07,5759,4407,5586,16216,4500455.83
2023-03-01,4625,1725,2340,44202,4500455.83
2024-09-28,5302,4490,182,31027,4500455.83
2023-06-15,3713,785,4022,25514,4500455.83
2022-02-17,477,5964,5158,21200,4500455.83
2023-10-09,6554,3955,1127,9221,4500455.83
2023-04-04,3458,1297,3399,12137,4500455.83
2024-06-25,3501,1946,69,48603,4500455.83
2022-07-28,6067,5272,1210,9168,4500455.83
2024-06-01,4067,6434,3151,49032,4500455.83
2022-07-03,2316,5344,2295,22137,4500455.83
2023-01-25,4106,3825,3730,34021,4500455.83
2023-12-03,5133,88,4723,36603,4500455.83
2023-09-19,1959,3313,1819,24508,4500455.83
2024-08-12,3353,5888,5838,33156,4500455.83
2022-10-26,6514,3294,2169,5229,4500455.83
2022-07-08,5157,2510,1357,35277,4500455.83
2022-08-26,3392,314,1918,27748,4500455.83
2023-07-24,4678,5974,2724,43342,4500455.83
2024-08-12,5696,382,117,47677,4500455.83
2022-11-05,283,5376,4017,24899,4500455.83
2022-02-18,6838,3328,4105,14088,4500455.83
2022-08-05,5499,1117,4530,20776,4500455.83
2022-04-20,5590,3572,2393,14471,4500455.83
2023-08-26,3172,4594,2098,14006,4500455.83
2023-06-16,1287,2132,3606,5161,4500455.83
2024-01-04,5549,3984,5381,37113,4500455.83
2024-09-11,1389,2248,2575,42325,4500455.83
2023-07-24,2502,2690,363,25188,4500455.83
2023-01-18,6815,3288,4079,47362,4500455.83
2022-11-05,465,5840,3959,1272,4500455.83
2022-05-18,2503,1834,1807,44590,4500455.83
2022-05-03,6925,1787,5849,41245,4500455.83
2022-09-19,4465,1776,3989,9807,4500455.83
2023-06-13,4111,4,2391,31008,4500455.83
2022-10-25,1963,2570,2769,16468,4500455.83
2023-07-26,2162,3699,4029,40467,4500455.83
2023-02-21,2911,2839,3332,39308,4500455.83
2022-10-19,3531,2254,3433,11264,4500455.83
2023-04-23,2177,5016,5505,17529,4500455.83
2023-06-19,1835,3146,5127,209,4500455.83
2023-04-02,4567,4924,181,43385,4500455.83
2024-04-09,4159,5594,5215,35962,4500455.83
2022-06-23,3069,1819,291,35658,4500455.83
2023-06-18,797,604,1045,24960,4500455.83
2022-12-17,4734,4565,2236,27117,4500455.83
2022-02-23,348,6222,5196,7421,4500455.83
2024-10-16,3962,1799,3333,23796,4500455.83
2024-12-12,5799,3111,2435,33805,4500455.83
2023-12-28,5128,5318,699,17415,4500455.83
2024-03-11,3124,2851,4684,15048,4500455.83
2024-05-09,5667,1424,4729,12840,4500455.83
2022-11-16,748,4762,2570,19901,4500455.83
2024-05-26,3249,2372,1582,2291,4500455.83
2023-05-28,3991,957,702,30157,4500455.83
2024-11-17,210,5258,1211,5185,4500455.83
2024-02-01,5300,4457,5854,6390,4500455.83
2024-03-17,2772,5018,5521,28173,4500455.83
2022-08-27,5768,2347,5560,12629,4500455.83
2023-01-09,4258,117,5164,39421,4500455.83
2022-04-17,467,882,5779,23996,4500455.83
2023-08-13,4080,1992,3218,13105,4500455.83
2024-11-27,3793,1947,3866,25486,4500455.83
2023-05-29,5095,1548,3325,28606,4500455.83
2024-03-30,952,6075,1564,47088,4500455.83
2023-02-06,2418,1706,817,32456,4500455.83
2023-11-18,5824,3744,1056,45858,4500455.83
2022-11-28,4443,656,247,18803,4500455.83
2023-04-02,5714,1147,4181,35079,4500455.83
2024-06-12,2689,967,3886,23108,4500455.83
2023-09-15,4081,2528,492,25242,4500455.83
2023-07-08,3168,3410,58,22798,4500455.83
2023-10-21,1620,3753,5904,24793,4500455.83
2022-10-03,4676,1270,129,47329,4500455.83
2022-03-09,4264,303,686,21814,4500455.83
2024-04-12,3997,1675,4000,10999,4500455.83
2024-12-05,2437,3448,5902,37356,4500455.83
2024-01-15,6308,4455,2702,18376,4500455.83
2023-12-05,1945,4852,3155,33306,4500455.83
2023-12-05,6139,5695,3353,10016,4500455.83
2023-11-28,1916,349,1578,18934,4500455.83
2023-09-03,2509,2176,4977,47263,4500455.83
2024-02-08,593,2500,237,46685,4500455.83
2022-09-16,2206,4974,1037,32844,4500455.83
2024-11-26,2087,1809,4036,13504,4500455.83
2023-06-19,4090,4338,3260,47571,4500455.83
2024-05-06,2508,4761,1604,13926,4500455.83
2024-04-29,2584,4474,4649,29580,4500455.83
2024-10-17,5124,3131,1798,49079,4500455.83
2023-05-29,5635,6181,5914,20933,4500455.83
2022-09-23,1951,3658,3562,46726,4500455.83
2024-07-28,955,5814,2267,2083,4500455.83
2023-09-02,2239,484,3606,44071,4500455.83
2022-12-12,4249,2156,669,3784,4500455.83
2023-05-16,1419,6255,4209,43700,4500455.83
2022-10-20,6106,4048,4327,11046,4500455.83
2022-07-24,5018,2572,4904,12283,4500455.83
2022-05-16,4588,2449,834,49750,4500455.83
2022-11-12,5022,5897,5924,1098,4500455.83
2022-12-15,5617,2539,2835,37045,4500455.83
2023-03-25,1674,3048,400,14438,4500455.83
2023-11-25,5595,2848,3672,21472,4500455.83
2022-08-17,1673,4335,1727,376,4500455.83
2022-12-19,5082,3666,3865,26467,4500455.83
2024-05-28,1732,6073,203,33986,4500455.83
2024-11-04,3589,4568,5116,16179,4500455.83
2024-06-17,5238,1928,142,10854,4500455.83
2023-09-29,3088,3691,3093,22702,4500455.83
2022-09-12,2381,161,4908,19393,4500455.83
2024-01-13,4866,6128,4276,6299,4500455.83
2023-03-25,4882,3468,102,15316,4500455.83
2023-04-05,5083,4258,3535,47944,4500455.83
2023-08-30,293,5315,2538,21641,4500455.83
2023-08-27,3813,6068,2005,18945,4500455.83
2024-04-30,6449,3713,1744,43378,4500455.83
2024-10-13,2825,2461,1661,33031,4500455.83
2023-01-09,2242,5253,2891,19010,4500455.83
2023-02-10,670,3622,1072,24541,4500455.83
2023-03-17,5687,2581,3326,46654,4500455.83
2022-08-21,4882,5179,4942,42244,4500455.83
2023-09-09,2216,6008,2005,17661,4500455.83
2024-07-31,2156,4702,3774,45892,4500455.83
2022-10-30,4902,788,2128,6942,4500455.83
2024-05-18,1037,3935,898,29732,4500455.83
2023-12-21,2173,6104,4906,4045,4500455.83
2022-10-21,4056,6187,3778,5160,4500455.83
2023-01-01,31,232,1692,4979,4500455.83
2024-09-22,6199,6462,2693,25183,4500455.83
2022-03-28,5376,6053,392,18715,4500455.83
2024-10-21,4087,4866,2633,42615,4500455.83
2024-09-02,320,3883,1233,24014,4500455.83
2022-04-30,1928,1822,4208,30898,4500455.83
2024-03-20,5984,3239,2015,47742,4500455.83
2023-09-14,2521,4290,3682,48933,4500455.83
2023-10-04,3704,997,4061,37158,4500455.83
2023-01-19,4053,4707,3402,17669,4500455.83
2023-10-12,1055,3713,1128,5871,4500455.83
2023-07-02,6867,5917,4666,21735,4500455.83
2023-07-23,142,1764,1675,42069,4500455.83
2022-09-29,57,5897,1019,19924,4500455.83
2022-05-21,216,5945,97,36949,4500455.83
2023-11-05,1870,3990,1686,36958,4500455.83
2023-02-07,76,5581,725,15648,4500455.83
2023-02-06,255,5031,2700,6626,4500455.83
2023-05-27,991,2900,4880,33472,4500455.83
2024-12-07,6814,2994,2603,22208,4500455.83
2024-06-28,2226,5860,2074,29306,4500455.83
2023-04-05,5219,2670,3447,14206,4500455.83
2022-03-27,1937,4079,2526,29559,4500455.83
2023-01-28,167,5052,983,29819,4500455.83
2023-11-06,3544,2468,97,18802,4500455.83
2023-05-08,4778,4442,5080,38817,4500455.83
2024-02-21,1655,2520,3078,3132,4500455.83
2022-08-31,986,4030,4974,5128,4500455.83
2022-10-07,791,2618,1762,46675,4500455.83
2024-05-17,6597,5288,531,24495,4500455.83
2023-08-25,6080,1580,2430,28943,4500455.83
2022-10-29,6025,2428,1049,42803,4500455.83
2022-08-20,3312,99,1373,34848,4500455.83
2023-04-28,6280,4415,4112,10677,4500455.83
2024-04-18,5696,5909,1117,37379,4500455.83
2023-01-24,5672,5776,3642,10025,4500455.83
2024-02-19,3983,4962,3297,11116,4500455.83
2023-12-30,6106,5700,5778,39138,4500455.83
2024-06-28,729,4616,5036,8064,4500455.83
2024-03-09,6226,3374,1206,48032,4500455.83
2022-08-28,5004,5522,2057,16725,4500455.83
2022-08-27,1936,5527,2050,6361,4500455.83
2024-06-09,3100,6482,4919,47427,4500455.83
2023-12-30,4284,1061,133,39444,4500455.83
2022-01-23,2972,80,3837,44349,4500455.83
2024-05-11,4504,5850,5110,18442,4500455.83
2022-05-13,4966,218,4372,37958,4500455.83
2024-12-17,6787,1106,1668,18732,4500455.83
2022-06-17,663,1315,1157,33559,4500455.83
2022-01-12,466,6164,4113,44678,4500455.83
2024-01-23,3930,2171,5832,8253,4500455.83
2022-09-30,6962,3860,537,3298,4500455.83
2022-09-28,957,1099,4602,24869,4500455.83
2024-12-26,6787,575,3062,27885,4500455.83
2023-05-27,3943,354,4057,12668,4500455.83
2023-10-02,5462,4877,2463,37824,4500455.83
2023-04-04,2651,4060,1628,18373,4500455.83
2023-03-19,2861,1351,2551,1925,4500455.83
2022-12-03,5992,4449,4864,33217,4500455.83
2023-08-31,1244,2134,975,15360,4500455.83
2024-11-24,1432,4251,2027,2452,4500455.83
2024-11-19,3412,4959,3891,2841,4500455.83
2024-04-16,6949,424,5180,47896,4500455.83
2023-07-22,1954,5062,1575,4717,4500455.83
2024-12-29,6747,1000,1614,46352,4500455.83
2022-11-20,2353,4923,397,4288,4500455.83
2023-04-11,5781,5533,992,5783,4500455.83
2023-08-30,3343,3998,398,29607,4500455.83
2023-06-20,1037,1751,5356,22600,4500455.83
2024-02-15,5008,2851,4388,3923,4500455.83
2023-04-19,5821,3424,5685,26716,4500455.83
2022-11-16,6634,494,2471,19886,4500455.83
2024-08-05,29,1207,645,29876,4500455.83
2024-05-28,5924,1349,5704,24129,4500455.83
2023-11-16,1836,1795,5770,31617,4500455.83
2023-06-23,4495,170,3167,38169,4500455.83
2024-01-08,6667,3884,5109,22436,4500455.83
2023-04-20,5387,2419,5159,12660,4500455.83
2022-05-16,2076,6351,5500,35286,4500455.83
2023-07-14,4945,1218,2201,23422,4500455.83
2022-03-19,833,5815,5154,17257,4500455.83
2024-06-29,4346,3103,5327,17103,4500455.83
2022-12-31,3820,1697,1208,42449,4500455.83
2023-04-15,3412,5089,5969,15350,4500455.83
2022-05-20,4155,4750,4630,30887,4500455.83
2022-04-16,3442,4085,5487,17387,4500455.83
2023-05-07,4707,2270,1904,48753,4500455.83
2023-01-23,6203,4335,2081,7676,4500455.83
2024-11-05,1294,5149,1990,16964,4500455.83
2024-04-15,1059,4104,926,5747,4500455.83
2023-05-07,515,2893,1087,32439,4500455.83
2022-09-28,5824,1585,2499,39534,4500455.83
2023-06-29,1521,2192,1278,10370,4500455.83
2024-03-19,2533,3161,3167,2879,4500455.83
2024-03-19,6368,1468,906,25118,4500455.83
2022-02-13,327,3240,2934,38672,4500455.83
2022-01-15,4953,5537,2878,30270,4500455.83
2024-09-20,4702,6147,5796,37642,4500455.83
2023-05-30,3677,6157,1158,17251,4500455.83
2023-05-23,3089,2790,2719,9019,4500455.83
2022-04-17,3221,6062,3428,43505,4500455.83
2023-09-06,2960,5325,842,8848,4500455.83
2022-12-20,4857,4122,5311,11223,4500455.83
2024-12-19,5426,4258,4634,24056,4500455.83
2022-12-21,921,4747,5648,31312,4500455.83
2023-08-19,5207,6433,3992,13476,4500455.83
2024-10-06,733,4821,3305,37474,4500455.83
2023-08-30,4487,213,4120,27161,4500455.83
2022-07-21,2436,5294,2633,45816,4500455.83
2022-01-30,1596,4561,409,12964,4500455.83
2024-03-15,6723,881,279,30797,4500455.83
2023-09-30,5294,4650,3510,41912,4500455.83
2024-04-13,3839,2177,835,40589,4500455.83
2024-10-19,1597,5443,4640,38590,4500455.83
2024-08-23,198,6085,4810,47992,4500455.83
2022-04-13,799,1944,5679,37782,4500455.83
2024-01-15,969,3552,2211,33098,4500455.83
2022-11-08,1764,4818,4310,48882,4500455.83
2022-10-07,5979,6254,25,13235,4500455.83
2022-09-16,6269,4534,2747,15114,4500455.83
2023-12-05,4383,5229,2486,49011,4500455.83
2024-06-30,2011,3048,5071,15034,4500455.83
2022-03-29,2934,20,3934,34510,4500455.83
2024-08-24,5390,2946,4831,34451,4500455.83
2022-08-29,3544,648,4558,17773,4500455.83
2023-08-14,3907,4212,2824,11569,4500455.83
