NAVDate,FundID,NAV,AUM
2023-02-09,2430,197.3302,41543863.29
2024-05-17,5431,197.3302,41543863.29
2023-05-04,5019,197.3302,41543863.29
2022-03-19,3454,197.3302,41543863.29
2024-12-10,5652,197.3302,41543863.29
2024-08-11,313,197.3302,41543863.29
2024-02-14,3319,197.3302,41543863.29
2024-12-19,3285,197.3302,41543863.29
2023-04-05,682,197.3302,41543863.29
2024-06-11,427,197.3302,41543863.29
2024-01-20,3507,197.3302,41543863.29
2024-09-19,3213,197.3302,41543863.29
2024-10-22,2584,197.3302,41543863.29
2022-12-31,5318,197.3302,41543863.29
2023-02-17,3930,197.3302,41543863.29
2022-10-04,5756,197.3302,41543863.29
2022-09-13,1824,197.3302,41543863.29
2022-05-19,2615,197.3302,41543863.29
2023-08-31,194,197.3302,41543863.29
2023-04-11,2821,197.3302,41543863.29
2022-02-24,1742,197.3302,41543863.29
2024-07-09,4180,197.3302,41543863.29
2022-04-09,3874,197.3302,41543863.29
2024-04-02,401,197.3302,41543863.29
2023-06-04,4937,197.3302,41543863.29
2022-01-07,2185,197.3302,41543863.29
2023-04-03,3026,197.3302,41543863.29
2023-12-24,1896,197.3302,41543863.29
2022-06-15,5000,197.3302,41543863.29
2023-06-04,2679,197.3302,41543863.29
2023-02-17,1817,197.3302,41543863.29
2023-04-11,3417,197.3302,41543863.29
2022-02-13,3701,197.3302,41543863.29
2024-12-04,315,197.3302,41543863.29
2022-04-11,6473,197.3302,41543863.29
2023-07-21,708,197.3302,41543863.29
2023-11-19,2511,197.3302,41543863.29
2024-01-03,6090,197.3302,41543863.29
2024-05-11,15,197.3302,41543863.29
2024-12-21,529,197.3302,41543863.29
2022-06-02,2086,197.3302,41543863.29
2022-03-03,2405,197.3302,41543863.29
2022-09-04,3219,197.3302,41543863.29
2022-10-29,2749,197.3302,41543863.29
2024-05-06,661,197.3302,41543863.29
2023-05-09,3126,197.3302,41543863.29
2023-03-28,2279,197.3302,41543863.29
2022-09-26,3201,197.3302,41543863.29
2023-06-12,4114,197.3302,41543863.29
2024-08-04,6109,197.3302,41543863.29
2024-04-09,5360,197.3302,41543863.29
2024-02-18,1730,197.3302,41543863.29
2024-11-02,3136,197.3302,41543863.29
2024-08-23,2281,197.3302,41543863.29
2023-04-07,1603,197.3302,41543863.29
2022-11-01,60,197.3302,41543863.29
2023-11-03,2055,197.3302,41543863.29
2023-12-01,1686,197.3302,41543863.29
2023-06-16,6472,197.3302,41543863.29
2023-05-04,6243,197.3302,41543863.29
2022-04-28,6468,197.3302,41543863.29
2024-01-24,5611,197.3302,41543863.29
2023-01-31,107,197.3302,41543863.29
2024-05-08,2581,197.3302,41543863.29
2024-08-06,1014,197.3302,41543863.29
2024-11-09,2767,197.3302,41543863.29
2023-03-25,2012,197.3302,41543863.29
2024-02-03,4154,197.3302,41543863.29
2024-02-16,426,197.3302,41543863.29
2024-11-01,3247,197.3302,41543863.29
2024-02-10,2373,197.3302,41543863.29
2023-11-18,4897,197.3302,41543863.29
2023-05-30,3900,197.3302,41543863.29
2023-08-22,3437,197.3302,41543863.29
2022-06-24,4661,197.3302,41543863.29
2023-03-17,5187,197.3302,41543863.29
2022-05-17,3068,197.3302,41543863.29
2022-02-23,1365,197.3302,41543863.29
2022-08-01,3142,197.3302,41543863.29
2022-07-25,3033,197.3302,41543863.29
2023-06-17,1372,197.3302,41543863.29
2024-03-13,5569,197.3302,41543863.29
2022-06-16,1140,197.3302,41543863.29
2022-06-17,4704,197.3302,41543863.29
2022-06-24,1604,197.3302,41543863.29
2023-03-26,4248,197.3302,41543863.29
2022-10-06,1131,197.3302,41543863.29
2023-11-07,5602,197.3302,41543863.29
2022-11-27,1048,197.3302,41543863.29
2024-02-08,3119,197.3302,41543863.29
2022-09-26,1951,197.3302,41543863.29
2022-04-10,3386,197.3302,41543863.29
2023-08-11,4169,197.3302,41543863.29
2024-10-26,314,197.3302,41543863.29
2023-10-16,2739,197.3302,41543863.29
2024-12-19,3087,197.3302,41543863.29
2023-07-20,4938,197.3302,41543863.29
2023-07-03,205,197.3302,41543863.29
2022-03-11,5570,197.3302,41543863.29
2023-06-30,4942,197.3302,41543863.29
2022-03-26,2805,197.3302,41543863.29
2022-02-10,5289,197.3302,41543863.29
2024-11-16,4432,197.3302,41543863.29
2024-12-20,4676,197.3302,41543863.29
2023-08-23,1238,197.3302,41543863.29
2024-11-07,1493,197.3302,41543863.29
2022-03-17,4616,197.3302,41543863.29
2024-12-24,2148,197.3302,41543863.29
2023-09-06,3646,197.3302,41543863.29
2024-09-23,15,197.3302,41543863.29
2022-08-23,3390,197.3302,41543863.29
2024-04-06,2290,197.3302,41543863.29
2022-06-15,1104,197.3302,41543863.29
2024-04-23,5743,197.3302,41543863.29
2022-05-19,1871,197.3302,41543863.29
2023-08-20,4711,197.3302,41543863.29
2024-11-08,2028,197.3302,41543863.29
2023-11-06,5889,197.3302,41543863.29
2022-01-06,2435,197.3302,41543863.29
2024-06-05,2101,197.3302,41543863.29
2024-04-11,2045,197.3302,41543863.29
2022-03-29,6270,197.3302,41543863.29
2022-05-02,2444,197.3302,41543863.29
2023-12-28,1905,197.3302,41543863.29
2024-06-11,2659,197.3302,41543863.29
2024-03-23,2167,197.3302,41543863.29
2024-09-06,3842,197.3302,41543863.29
2022-06-28,6435,197.3302,41543863.29
2024-05-04,1739,197.3302,41543863.29
2023-05-02,403,197.3302,41543863.29
2023-12-17,4244,197.3302,41543863.29
2022-06-13,3147,197.3302,41543863.29
2022-01-19,2043,197.3302,41543863.29
2024-06-16,1014,197.3302,41543863.29
2023-08-13,6289,197.3302,41543863.29
2024-05-18,2501,197.3302,41543863.29
2023-12-10,2983,197.3302,41543863.29
2023-12-29,1783,197.3302,41543863.29
2023-07-14,5530,197.3302,41543863.29
2024-06-14,3944,197.3302,41543863.29
2022-12-10,204,197.3302,41543863.29
2023-11-14,199,197.3302,41543863.29
2023-04-21,908,197.3302,41543863.29
2023-05-29,491,197.3302,41543863.29
2022-01-22,5579,197.3302,41543863.29
2022-06-18,5144,197.3302,41543863.29
2023-03-05,4081,197.3302,41543863.29
2023-02-27,6103,197.3302,41543863.29
2023-07-27,1228,197.3302,41543863.29
2024-08-04,3008,197.3302,41543863.29
2024-01-03,2093,197.3302,41543863.29
2022-05-31,668,197.3302,41543863.29
2022-06-13,4834,197.3302,41543863.29
2024-06-10,37,197.3302,41543863.29
2023-01-27,5825,197.3302,41543863.29
2023-03-11,5504,197.3302,41543863.29
2022-10-28,900,197.3302,41543863.29
2024-10-23,104,197.3302,41543863.29
2022-11-02,3130,197.3302,41543863.29
2024-08-04,4010,197.3302,41543863.29
2022-07-03,2878,197.3302,41543863.29
2024-06-16,2317,197.3302,41543863.29
2024-04-30,1365,197.3302,41543863.29
2024-08-19,6461,197.3302,41543863.29
2022-08-10,4834,197.3302,41543863.29
2022-05-15,3033,197.3302,41543863.29
2023-08-07,3197,197.3302,41543863.29
2024-08-11,4567,197.3302,41543863.29
2022-03-01,3543,197.3302,41543863.29
2022-01-12,2566,197.3302,41543863.29
2022-08-16,2578,197.3302,41543863.29
2022-07-27,6440,197.3302,41543863.29
2024-02-11,2594,197.3302,41543863.29
2023-10-07,5830,197.3302,41543863.29
2024-11-17,3629,197.3302,41543863.29
2022-09-03,1858,197.3302,41543863.29
2023-09-07,2511,197.3302,41543863.29
2023-09-06,3937,197.3302,41543863.29
2023-06-07,3883,197.3302,41543863.29
2024-09-22,1918,197.3302,41543863.29
2022-04-17,3124,197.3302,41543863.29
2023-06-10,5634,197.3302,41543863.29
2022-03-28,2013,197.3302,41543863.29
2022-03-10,3592,197.3302,41543863.29
2024-05-12,5252,197.3302,41543863.29
2023-06-19,3777,197.3302,41543863.29
2024-06-09,1280,197.3302,41543863.29
2022-05-08,3710,197.3302,41543863.29
2022-03-06,3643,197.3302,41543863.29
2022-04-21,5615,197.3302,41543863.29
2024-02-03,3613,197.3302,41543863.29
2024-04-25,1068,197.3302,41543863.29
2023-05-26,5414,197.3302,41543863.29
2024-04-12,4825,197.3302,41543863.29
2023-01-08,1170,197.3302,41543863.29
2023-07-26,4747,197.3302,41543863.29
2023-03-20,2053,197.3302,41543863.29
2023-10-16,5053,197.3302,41543863.29
2024-09-27,2695,197.3302,41543863.29
2023-06-04,443,197.3302,41543863.29
2022-07-07,6069,197.3302,41543863.29
2022-01-26,293,197.3302,41543863.29
2024-05-24,2027,197.3302,41543863.29
2022-11-06,2493,197.3302,41543863.29
2022-10-20,1955,197.3302,41543863.29
2022-03-09,501,197.3302,41543863.29
2022-10-15,6305,197.3302,41543863.29
2024-01-28,5321,197.3302,41543863.29
2023-05-22,1937,197.3302,41543863.29
2024-10-31,3900,197.3302,41543863.29
2024-02-02,4335,197.3302,41543863.29
2023-12-10,6063,197.3302,41543863.29
2022-07-22,3523,197.3302,41543863.29
2024-08-10,5096,197.3302,41543863.29
2022-08-02,2193,197.3302,41543863.29
2023-06-24,5223,197.3302,41543863.29
2022-04-04,2381,197.3302,41543863.29
2023-08-12,2003,197.3302,41543863.29
2022-03-24,2213,197.3302,41543863.29
2023-07-06,174,197.3302,41543863.29
2024-05-30,3014,197.3302,41543863.29
2024-07-03,4770,197.3302,41543863.29
2024-02-28,867,197.3302,41543863.29
2022-10-24,4647,197.3302,41543863.29
2022-05-28,4046,197.3302,41543863.29
2022-10-02,1526,197.3302,41543863.29
2024-01-31,5388,197.3302,41543863.29
2023-09-10,2471,197.3302,41543863.29
2024-05-16,2754,197.3302,41543863.29
2023-12-27,167,197.3302,41543863.29
2022-06-11,4006,197.3302,41543863.29
2024-12-01,4313,197.3302,41543863.29
2024-10-15,4699,197.3302,41543863.29
2022-08-26,1336,197.3302,41543863.29
2023-02-17,6011,197.3302,41543863.29
2022-12-06,6393,197.3302,41543863.29
2022-10-09,412,197.3302,41543863.29
2024-07-15,4587,197.3302,41543863.29
2023-03-29,6206,197.3302,41543863.29
2022-08-18,558,197.3302,41543863.29
2023-11-12,5531,197.3302,41543863.29
2024-12-27,3145,197.3302,41543863.29
2024-01-05,4957,197.3302,41543863.29
2022-11-11,4040,197.3302,41543863.29
2024-03-16,5622,197.3302,41543863.29
2023-08-29,871,197.3302,41543863.29
2022-03-14,5112,197.3302,41543863.29
2023-04-29,5351,197.3302,41543863.29
2024-07-18,4046,197.3302,41543863.29
2023-04-13,2199,197.3302,41543863.29
2022-10-10,3841,197.3302,41543863.29
2024-01-08,2369,197.3302,41543863.29
2023-08-18,2883,197.3302,41543863.29
2023-09-12,2024,197.3302,41543863.29
2024-06-07,4764,197.3302,41543863.29
2022-12-14,4321,197.3302,41543863.29
2022-05-30,3607,197.3302,41543863.29
2023-05-02,1199,197.3302,41543863.29
2022-11-21,2735,197.3302,41543863.29
2022-10-19,4349,197.3302,41543863.29
2022-06-05,1653,197.3302,41543863.29
2022-10-27,3745,197.3302,41543863.29
2024-03-07,4983,197.3302,41543863.29
2022-07-24,3323,197.3302,41543863.29
2024-05-18,3962,197.3302,41543863.29
2024-05-27,4607,197.3302,41543863.29
2022-04-21,6058,197.3302,41543863.29
2024-01-11,737,197.3302,41543863.29
2022-12-02,3878,197.3302,41543863.29
2022-12-11,3011,197.3302,41543863.29
2024-10-31,4258,197.3302,41543863.29
2023-10-05,3249,197.3302,41543863.29
2024-07-21,1416,197.3302,41543863.29
2024-05-13,713,197.3302,41543863.29
2022-12-10,4997,197.3302,41543863.29
2023-05-24,4661,197.3302,41543863.29
2024-10-16,6435,197.3302,41543863.29
2023-03-20,1466,197.3302,41543863.29
2023-12-16,5987,197.3302,41543863.29
2022-06-01,1925,197.3302,41543863.29
2022-10-11,3071,197.3302,41543863.29
2023-09-14,5785,197.3302,41543863.29
2023-05-07,619,197.3302,41543863.29
2022-07-19,4632,197.3302,41543863.29
2024-11-18,4599,197.3302,41543863.29
2022-04-02,3411,197.3302,41543863.29
2023-05-07,4619,197.3302,41543863.29
2022-03-07,2913,197.3302,41543863.29
2023-10-07,1310,197.3302,41543863.29
2022-10-20,5262,197.3302,41543863.29
2024-05-03,4161,197.3302,41543863.29
2022-07-11,5215,197.3302,41543863.29
2024-11-10,3907,197.3302,41543863.29
2023-07-05,1643,197.3302,41543863.29
2022-10-17,153,197.3302,41543863.29
2024-05-04,246,197.3302,41543863.29
2022-12-23,4114,197.3302,41543863.29
2023-01-22,2618,197.3302,41543863.29
2024-09-21,3362,197.3302,41543863.29
2022-08-19,654,197.3302,41543863.29
2024-03-01,2157,197.3302,41543863.29
2024-04-17,5164,197.3302,41543863.29
2022-10-30,155,197.3302,41543863.29
2023-09-17,6208,197.3302,41543863.29
2024-05-28,4319,197.3302,41543863.29
2023-07-23,4907,197.3302,41543863.29
2022-10-18,5506,197.3302,41543863.29
2023-10-09,2614,197.3302,41543863.29
2023-03-06,800,197.3302,41543863.29
2024-06-16,3365,197.3302,41543863.29
2024-04-20,4706,197.3302,41543863.29
2024-09-30,505,197.3302,41543863.29
2024-07-14,1658,197.3302,41543863.29
2022-10-21,6178,197.3302,41543863.29
2024-04-29,478,197.3302,41543863.29
2022-10-15,1697,197.3302,41543863.29
2023-07-01,2200,197.3302,41543863.29
2023-05-14,2857,197.3302,41543863.29
2023-08-11,356,197.3302,41543863.29
2023-03-02,5161,197.3302,41543863.29
2023-08-12,1849,197.3302,41543863.29
2022-03-22,3473,197.3302,41543863.29
2023-04-13,3600,197.3302,41543863.29
2024-08-20,1580,197.3302,41543863.29
2024-08-09,2584,197.3302,41543863.29
2022-07-19,1477,197.3302,41543863.29
2022-11-17,4096,197.3302,41543863.29
2022-07-11,1368,197.3302,41543863.29
2023-07-26,6490,197.3302,41543863.29
2022-07-29,3220,197.3302,41543863.29
2022-08-13,3938,197.3302,41543863.29
2023-03-20,6393,197.3302,41543863.29
2022-02-16,4403,197.3302,41543863.29
2024-11-07,5686,197.3302,41543863.29
2023-07-19,6044,197.3302,41543863.29
2024-05-26,218,197.3302,41543863.29
2022-03-06,5231,197.3302,41543863.29
2024-01-30,3840,197.3302,41543863.29
2023-03-05,672,197.3302,41543863.29
2024-07-16,149,197.3302,41543863.29
2023-11-02,6205,197.3302,41543863.29
2024-04-08,3794,197.3302,41543863.29
2023-06-23,1228,197.3302,41543863.29
2023-12-10,5539,197.3302,41543863.29
2022-07-24,5622,197.3302,41543863.29
2023-07-05,3862,197.3302,41543863.29
2022-10-21,5237,197.3302,41543863.29
2023-10-22,5469,197.3302,41543863.29
2023-10-27,5523,197.3302,41543863.29
2022-12-27,274,197.3302,41543863.29
2023-11-16,1336,197.3302,41543863.29
2022-01-19,4882,197.3302,41543863.29
2022-12-08,5568,197.3302,41543863.29
2023-05-25,829,197.3302,41543863.29
2022-04-26,689,197.3302,41543863.29
2022-10-05,3024,197.3302,41543863.29
2024-02-06,3194,197.3302,41543863.29
2024-11-22,6331,197.3302,41543863.29
2024-07-13,3384,197.3302,41543863.29
2023-06-23,1619,197.3302,41543863.29
2023-05-03,4596,197.3302,41543863.29
2024-11-20,1417,197.3302,41543863.29
2024-05-04,6177,197.3302,41543863.29
2022-01-11,1976,197.3302,41543863.29
2024-12-27,5965,197.3302,41543863.29
2022-03-24,1227,197.3302,41543863.29
2022-08-05,253,197.3302,41543863.29
2024-03-08,4065,197.3302,41543863.29
2024-09-25,3358,197.3302,41543863.29
2023-06-21,6446,197.3302,41543863.29
2023-10-12,5001,197.3302,41543863.29
2024-02-29,1303,197.3302,41543863.29
2022-11-05,1624,197.3302,41543863.29
2023-06-21,3680,197.3302,41543863.29
2022-04-07,113,197.3302,41543863.29
2024-01-06,4582,197.3302,41543863.29
2023-11-16,4100,197.3302,41543863.29
2024-02-21,44,197.3302,41543863.29
2023-03-28,169,197.3302,41543863.29
2023-04-12,5422,197.3302,41543863.29
2024-03-18,1307,197.3302,41543863.29
2023-07-09,3467,197.3302,41543863.29
2022-01-21,4693,197.3302,41543863.29
2023-04-20,5838,197.3302,41543863.29
2022-12-03,5970,197.3302,41543863.29
2022-07-07,1019,197.3302,41543863.29
2024-01-02,381,197.3302,41543863.29
2023-09-18,88,197.3302,41543863.29
2023-04-24,4244,197.3302,41543863.29
2023-06-06,1129,197.3302,41543863.29
2024-08-13,5338,197.3302,41543863.29
2022-12-26,2079,197.3302,41543863.29
2023-03-28,2932,197.3302,41543863.29
2022-07-21,720,197.3302,41543863.29
2024-02-03,5929,197.3302,41543863.29
2024-08-14,4071,197.3302,41543863.29
2023-06-19,1811,197.3302,41543863.29
2023-11-03,5575,197.3302,41543863.29
2022-10-09,5556,197.3302,41543863.29
2024-04-05,4240,197.3302,41543863.29
2023-01-29,3480,197.3302,41543863.29
2024-06-15,4294,197.3302,41543863.29
2024-11-22,4584,197.3302,41543863.29
2023-12-07,848,197.3302,41543863.29
2022-08-19,5220,197.3302,41543863.29
2023-06-06,6311,197.3302,41543863.29
2022-10-19,3304,197.3302,41543863.29
2023-12-20,2820,197.3302,41543863.29
2024-08-08,5634,197.3302,41543863.29
2022-02-23,2894,197.3302,41543863.29
2024-11-20,2432,197.3302,41543863.29
2022-10-09,5244,197.3302,41543863.29
2022-05-20,5526,197.3302,41543863.29
2022-12-24,3650,197.3302,41543863.29
2023-01-15,4628,197.3302,41543863.29
2022-10-12,2052,197.3302,41543863.29
2023-07-17,1268,197.3302,41543863.29
2022-01-18,6482,197.3302,41543863.29
2022-11-05,2736,197.3302,41543863.29
2023-03-13,4279,197.3302,41543863.29
2022-08-12,2799,197.3302,41543863.29
2024-05-02,5460,197.3302,41543863.29
2023-07-25,566,197.3302,41543863.29
2024-11-10,5971,197.3302,41543863.29
2023-02-02,400,197.3302,41543863.29
2024-04-29,3137,197.3302,41543863.29
2024-03-07,3556,197.3302,41543863.29
2024-05-16,4342,197.3302,41543863.29
2023-12-08,3835,197.3302,41543863.29
2023-07-31,1058,197.3302,41543863.29
2023-09-08,4380,197.3302,41543863.29
2022-04-21,4809,197.3302,41543863.29
2022-08-23,991,197.3302,41543863.29
2023-09-11,838,197.3302,41543863.29
2024-05-10,1734,197.3302,41543863.29
2023-06-16,5860,197.3302,41543863.29
2024-05-23,1300,197.3302,41543863.29
2024-09-16,4520,197.3302,41543863.29
2024-10-29,2016,197.3302,41543863.29
2023-06-24,5822,197.3302,41543863.29
2023-06-22,3695,197.3302,41543863.29
2024-09-13,3185,197.3302,41543863.29
2022-07-22,736,197.3302,41543863.29
2024-02-17,4997,197.3302,41543863.29
2024-01-13,6438,197.3302,41543863.29
2024-09-05,3557,197.3302,41543863.29
2022-04-01,522,197.3302,41543863.29
2023-02-09,5477,197.3302,41543863.29
2022-11-07,1730,197.3302,41543863.29
2024-08-07,6087,197.3302,41543863.29
2023-12-25,3659,197.3302,41543863.29
2024-07-21,2241,197.3302,41543863.29
2023-07-13,1230,197.3302,41543863.29
2024-11-03,2645,197.3302,41543863.29
2022-03-05,518,197.3302,41543863.29
2022-02-08,3184,197.3302,41543863.29
2024-05-31,5850,197.3302,41543863.29
2022-05-04,3098,197.3302,41543863.29
2024-09-20,1159,197.3302,41543863.29
2023-03-17,1328,197.3302,41543863.29
2023-04-15,3777,197.3302,41543863.29
2022-01-08,79,197.3302,41543863.29
2024-11-02,1631,197.3302,41543863.29
2022-06-13,5284,197.3302,41543863.29
2023-12-28,1606,197.3302,41543863.29
2023-04-12,1299,197.3302,41543863.29
2024-02-08,5376,197.3302,41543863.29
2023-03-22,3846,197.3302,41543863.29
2023-01-25,4894,197.3302,41543863.29
2022-09-14,6480,197.3302,41543863.29
2023-01-09,4798,197.3302,41543863.29
2024-06-02,10,197.3302,41543863.29
2023-04-01,4196,197.3302,41543863.29
2022-03-20,1901,197.3302,41543863.29
2022-02-07,146,197.3302,41543863.29
2023-03-26,4740,197.3302,41543863.29
2023-01-21,4348,197.3302,41543863.29
2022-09-30,3528,197.3302,41543863.29
2024-09-02,4376,197.3302,41543863.29
2024-09-10,4928,197.3302,41543863.29
2024-03-30,5218,197.3302,41543863.29
2022-12-10,344,197.3302,41543863.29
2022-08-10,1004,197.3302,41543863.29
2023-12-19,667,197.3302,41543863.29
2022-06-28,6310,197.3302,41543863.29
2023-05-05,1076,197.3302,41543863.29
2023-04-12,4305,197.3302,41543863.29
2023-07-30,3442,197.3302,41543863.29
2024-01-15,16,197.3302,41543863.29
2022-11-10,2587,197.3302,41543863.29
2024-10-22,4195,197.3302,41543863.29
2023-08-03,2993,197.3302,41543863.29
2023-07-10,2074,197.3302,41543863.29
2023-07-16,6128,197.3302,41543863.29
2023-10-27,5558,197.3302,41543863.29
2024-02-28,2950,197.3302,41543863.29
2022-11-23,5997,197.3302,41543863.29
2024-12-01,2670,197.3302,41543863.29
2024-08-03,3969,197.3302,41543863.29
2024-07-03,484,197.3302,41543863.29
2022-09-29,1555,197.3302,41543863.29
2024-01-06,1158,197.3302,41543863.29
2023-10-26,3141,197.3302,41543863.29
2024-03-30,2727,197.3302,41543863.29
2022-11-09,2983,197.3302,41543863.29
2022-08-22,4714,197.3302,41543863.29
2022-08-04,2695,197.3302,41543863.29
2022-12-31,3191,197.3302,41543863.29
2023-12-30,4195,197.3302,41543863.29
2023-07-05,4124,197.3302,41543863.29
2023-04-08,2139,197.3302,41543863.29
2023-10-06,2630,197.3302,41543863.29
2024-02-28,2088,197.3302,41543863.29
2022-02-01,2066,197.3302,41543863.29
2024-08-05,6033,197.3302,41543863.29
2024-02-09,375,197.3302,41543863.29
2024-04-20,6133,197.3302,41543863.29
2024-11-23,2817,197.3302,41543863.29
2022-02-01,6419,197.3302,41543863.29
2023-06-19,3205,197.3302,41543863.29
2022-10-28,5450,197.3302,41543863.29
2023-03-08,5848,197.3302,41543863.29
2022-08-19,3004,197.3302,41543863.29
2022-12-05,1666,197.3302,41543863.29
2023-04-13,5515,197.3302,41543863.29
2024-02-11,6404,197.3302,41543863.29
2023-04-25,2556,197.3302,41543863.29
2022-06-26,839,197.3302,41543863.29
2023-07-28,2255,197.3302,41543863.29
2023-09-06,279,197.3302,41543863.29
2024-03-12,1571,197.3302,41543863.29
2024-04-09,459,197.3302,41543863.29
2023-08-06,5151,197.3302,41543863.29
2024-02-16,1154,197.3302,41543863.29
2024-12-07,2698,197.3302,41543863.29
2024-03-09,6064,197.3302,41543863.29
2022-06-17,5708,197.3302,41543863.29
2022-12-14,1052,197.3302,41543863.29
2024-09-22,136,197.3302,41543863.29
2023-10-08,3396,197.3302,41543863.29
2022-04-21,721,197.3302,41543863.29
2024-08-15,6237,197.3302,41543863.29
2023-12-03,3598,197.3302,41543863.29
2023-03-26,5416,197.3302,41543863.29
2022-04-12,2685,197.3302,41543863.29
2022-10-15,5257,197.3302,41543863.29
2023-09-30,5478,197.3302,41543863.29
2024-08-21,4361,197.3302,41543863.29
2024-08-05,1268,197.3302,41543863.29
2023-05-16,180,197.3302,41543863.29
2024-07-23,4649,197.3302,41543863.29
2022-11-28,5387,197.3302,41543863.29
2024-02-14,3862,197.3302,41543863.29
2024-08-21,1513,197.3302,41543863.29
2022-06-14,1837,197.3302,41543863.29
2023-02-12,27,197.3302,41543863.29
2023-04-12,4574,197.3302,41543863.29
2022-02-16,2182,197.3302,41543863.29
2023-01-11,353,197.3302,41543863.29
2023-05-29,4861,197.3302,41543863.29
2022-07-02,1818,197.3302,41543863.29
2024-05-09,4294,197.3302,41543863.29
2024-02-06,1377,197.3302,41543863.29
2022-10-26,4938,197.3302,41543863.29
2023-03-19,101,197.3302,41543863.29
2022-05-10,1857,197.3302,41543863.29
2024-07-02,5100,197.3302,41543863.29
2024-06-01,2319,197.3302,41543863.29
2022-04-15,4183,197.3302,41543863.29
2023-09-08,76,197.3302,41543863.29
2024-12-14,3282,197.3302,41543863.29
2022-11-04,6383,197.3302,41543863.29
2022-10-25,2161,197.3302,41543863.29
2022-08-08,784,197.3302,41543863.29
2022-02-06,1883,197.3302,41543863.29
2022-12-30,5304,197.3302,41543863.29
2024-01-21,5631,197.3302,41543863.29
2022-09-23,5724,197.3302,41543863.29
2023-11-05,5129,197.3302,41543863.29
2022-01-07,3041,197.3302,41543863.29
2022-03-13,3769,197.3302,41543863.29
2024-03-19,541,197.3302,41543863.29
2024-09-04,3421,197.3302,41543863.29
2022-08-11,5585,197.3302,41543863.29
2023-09-11,5248,197.3302,41543863.29
2023-06-16,6289,197.3302,41543863.29
2024-07-04,992,197.3302,41543863.29
2022-04-23,3345,197.3302,41543863.29
2022-03-11,2380,197.3302,41543863.29
2022-11-19,1803,197.3302,41543863.29
2022-10-13,3740,197.3302,41543863.29
2022-02-24,2261,197.3302,41543863.29
2023-11-20,2882,197.3302,41543863.29
2022-06-06,5689,197.3302,41543863.29
2022-06-06,6036,197.3302,41543863.29
2022-05-05,6052,197.3302,41543863.29
2022-04-15,1663,197.3302,41543863.29
2024-07-23,4081,197.3302,41543863.29
2022-06-10,752,197.3302,41543863.29
2023-08-07,5601,197.3302,41543863.29
2023-06-09,3125,197.3302,41543863.29
2024-10-12,3857,197.3302,41543863.29
2024-11-17,3027,197.3302,41543863.29
2023-08-23,2117,197.3302,41543863.29
2024-01-23,5390,197.3302,41543863.29
2022-10-09,1934,197.3302,41543863.29
2023-07-26,5031,197.3302,41543863.29
2022-09-12,3408,197.3302,41543863.29
2024-06-26,1905,197.3302,41543863.29
2023-01-22,1284,197.3302,41543863.29
2023-11-25,5043,197.3302,41543863.29
2023-09-07,5534,197.3302,41543863.29
2022-08-15,3886,197.3302,41543863.29
2024-01-23,253,197.3302,41543863.29
2022-08-30,958,197.3302,41543863.29
2024-12-23,2976,197.3302,41543863.29
2022-06-26,5512,197.3302,41543863.29
2022-07-31,709,197.3302,41543863.29
2022-04-22,3732,197.3302,41543863.29
2023-01-21,5839,197.3302,41543863.29
2024-09-01,2959,197.3302,41543863.29
2024-04-03,5435,197.3302,41543863.29
2022-03-02,4820,197.3302,41543863.29
2022-10-17,2185,197.3302,41543863.29
2023-01-08,1052,197.3302,41543863.29
2022-10-31,231,197.3302,41543863.29
2023-10-23,2482,197.3302,41543863.29
2023-01-07,4167,197.3302,41543863.29
2022-11-29,151,197.3302,41543863.29
2024-12-08,6424,197.3302,41543863.29
2022-12-28,3728,197.3302,41543863.29
2022-05-10,56,197.3302,41543863.29
2023-06-16,1046,197.3302,41543863.29
2022-05-27,1659,197.3302,41543863.29
2022-05-06,3991,197.3302,41543863.29
2022-03-30,1811,197.3302,41543863.29
2024-10-05,4300,197.3302,41543863.29
2024-02-27,1370,197.3302,41543863.29
2024-10-06,2296,197.3302,41543863.29
2023-01-04,1313,197.3302,41543863.29
2023-01-22,3451,197.3302,41543863.29
2024-06-01,5691,197.3302,41543863.29
2023-04-15,1321,197.3302,41543863.29
2022-11-11,4135,197.3302,41543863.29
2022-02-25,1154,197.3302,41543863.29
2023-01-04,3764,197.3302,41543863.29
2022-02-24,185,197.3302,41543863.29
2024-07-11,6393,197.3302,41543863.29
2023-12-25,3089,197.3302,41543863.29
2022-11-30,3083,197.3302,41543863.29
2024-09-28,1662,197.3302,41543863.29
2022-02-10,6057,197.3302,41543863.29
2022-05-27,1608,197.3302,41543863.29
2022-10-08,4987,197.3302,41543863.29
2022-09-20,6441,197.3302,41543863.29
2023-05-03,3668,197.3302,41543863.29
2022-07-07,731,197.3302,41543863.29
2022-04-20,1337,197.3302,41543863.29
2024-07-12,3263,197.3302,41543863.29
2023-09-21,667,197.3302,41543863.29
2023-12-07,6199,197.3302,41543863.29
2024-04-27,30,197.3302,41543863.29
2024-04-20,6424,197.3302,41543863.29
2023-09-29,2956,197.3302,41543863.29
2022-03-08,3357,197.3302,41543863.29
2023-06-01,3132,197.3302,41543863.29
2024-04-10,2872,197.3302,41543863.29
2022-02-28,6190,197.3302,41543863.29
2024-04-05,713,197.3302,41543863.29
2022-06-30,2746,197.3302,41543863.29
