FundID,FundName,AssetClass,FundCurrency,InceptionDate
1775,Fund_46,Real Estate,INR,2023-05-28
1776,Fund_30,Fixed Income,USD,2022-11-01
1777,Fund_29,Equity,JPY,2022-12-17
1778,Fund_9,Fixed Income,EUR,2024-03-13
1779,Fund_13,Real Estate,INR,2023-03-27
1780,Fund_18,Real Estate,USD,2024-07-21
1781,Fund_38,Commodities,JPY,2024-11-27
1782,Fund_22,Commodities,GBP,2024-06-20
1783,Fund_31,Real Estate,INR,2024-02-01
1784,Fund_35,Commodities,JPY,2024-01-03
1785,Fund_42,Commodities,GBP,2022-03-04
1786,Fund_42,Commodities,GBP,2023-05-20
1787,Fund_10,Real Estate,USD,2024-08-02
1788,Fund_9,Equity,EUR,2022-09-22
1789,Fund_31,Equity,INR,2023-06-19
1790,Fund_44,Alternatives,JPY,2024-08-03
1791,Fund_40,Commodities,GBP,2023-05-10
1792,Fund_24,Equity,EUR,2024-06-21
1793,Fund_41,Alternatives,GBP,2024-02-03
1794,Fund_49,Fixed Income,INR,2024-05-04
1795,Fund_8,Commodities,INR,2022-11-27
1796,Fund_50,Equity,USD,2024-06-22
1797,Fund_20,Equity,INR,2022-10-19
1798,Fund_17,Equity,INR,2023-03-02
1799,Fund_28,Alternatives,INR,2022-10-22
1800,Fund_6,Fixed Income,EUR,2024-04-12
1801,Fund_42,Commodities,JPY,2023-05-15
1802,Fund_33,Equity,JPY,2024-04-24
1803,Fund_28,Real Estate,INR,2023-10-15
1804,Fund_1,Commodities,JPY,2024-11-26
1805,Fund_41,Real Estate,INR,2023-09-26
1806,Fund_35,Alternatives,JPY,2024-01-20
1807,Fund_24,Equity,JPY,2023-01-31
1808,Fund_6,Commodities,GBP,2024-11-11
1809,Fund_7,Commodities,EUR,2023-05-10
1810,Fund_9,Equity,GBP,2024-07-14
1811,Fund_37,Fixed Income,GBP,2024-08-07
1812,Fund_16,Alternatives,JPY,2024-11-04
1813,Fund_34,Equity,USD,2024-11-19
1814,Fund_35,Commodities,USD,2024-11-18
1815,Fund_35,Fixed Income,EUR,2022-06-09
1816,Fund_20,Commodities,INR,2023-11-01
1817,Fund_23,Real Estate,JPY,2023-09-12
1818,Fund_42,Commodities,EUR,2023-09-19
1819,Fund_35,Alternatives,GBP,2022-09-29
1820,Fund_47,Equity,JPY,2023-02-24
1821,Fund_46,Commodities,GBP,2024-04-29
1822,Fund_23,Real Estate,EUR,2023-05-04
1823,Fund_4,Real Estate,USD,2022-06-25
1824,Fund_10,Equity,EUR,2024-03-06
1825,Fund_43,Real Estate,JPY,2024-02-01
1826,Fund_11,Equity,JPY,2023-04-12
1827,Fund_40,Alternatives,INR,2023-03-16
1828,Fund_9,Equity,USD,2024-12-15
1829,Fund_40,Fixed Income,JPY,2022-09-30
1830,Fund_12,Real Estate,USD,2023-12-03
1831,Fund_17,Real Estate,JPY,2024-11-10
1832,Fund_32,Commodities,USD,2022-06-14
1833,Fund_23,Fixed Income,EUR,2024-06-01
1834,Fund_15,Commodities,USD,2024-09-18
1835,Fund_28,Equity,GBP,2024-08-13
1836,Fund_38,Alternatives,EUR,2024-06-03
1837,Fund_5,Real Estate,JPY,2022-07-07
1838,Fund_40,Alternatives,JPY,2022-07-27
1839,Fund_18,Equity,INR,2022-03-15
1840,Fund_21,Equity,GBP,2023-11-05
1841,Fund_15,Fixed Income,INR,2023-11-04
1842,Fund_3,Commodities,EUR,2023-05-05
1843,Fund_46,Real Estate,INR,2023-07-26
1844,Fund_26,Real Estate,EUR,2024-11-15
1845,Fund_15,Alternatives,INR,2024-05-23
1846,Fund_45,Fixed Income,USD,2023-05-30
1847,Fund_20,Equity,EUR,2022-10-07
1848,Fund_21,Fixed Income,EUR,2024-03-28
1849,Fund_26,Real Estate,USD,2024-07-27
1850,Fund_41,Commodities,USD,2024-01-30
1851,Fund_23,Alternatives,GBP,2023-07-10
1852,Fund_49,Equity,USD,2024-11-22
1853,Fund_25,Equity,INR,2022-10-18
1854,Fund_4,Equity,USD,2024-02-24
1855,Fund_10,Commodities,USD,2024-04-05
1856,Fund_22,Real Estate,EUR,2024-12-02
1857,Fund_3,Real Estate,EUR,2024-08-28
1858,Fund_19,Fixed Income,USD,2024-01-12
1859,Fund_31,Fixed Income,GBP,2022-03-24
1860,Fund_9,Real Estate,EUR,2023-10-04
1861,Fund_29,Equity,INR,2022-03-24
1862,Fund_37,Commodities,INR,2023-10-10
1863,Fund_46,Real Estate,USD,2023-09-11
1864,Fund_7,Commodities,USD,2022-05-31
1865,Fund_38,Alternatives,GBP,2024-08-01
1866,Fund_24,Equity,USD,2024-05-09
1867,Fund_8,Alternatives,JPY,2022-11-15
1868,Fund_34,Real Estate,JPY,2024-11-26
1869,Fund_26,Fixed Income,USD,2022-04-25
1870,Fund_28,Real Estate,JPY,2023-12-06
1871,Fund_28,Alternatives,INR,2023-12-27
1872,Fund_46,Commodities,USD,2024-06-05
1873,Fund_7,Real Estate,INR,2024-02-17
1874,Fund_3,Fixed Income,INR,2024-03-20
1875,Fund_22,Alternatives,JPY,2022-06-03
1876,Fund_38,Real Estate,GBP,2022-09-10
1877,Fund_46,Alternatives,INR,2023-05-17
1878,Fund_44,Alternatives,JPY,2023-03-24
1879,Fund_18,Equity,GBP,2024-07-18
1880,Fund_12,Commodities,JPY,2024-04-04
1881,Fund_31,Equity,JPY,2024-05-03
1882,Fund_39,Alternatives,USD,2023-05-22
1883,Fund_5,Fixed Income,EUR,2022-05-12
1884,Fund_44,Fixed Income,GBP,2022-12-17
1885,Fund_41,Equity,JPY,2024-03-28
1886,Fund_29,Fixed Income,INR,2022-05-06
1887,Fund_43,Alternatives,INR,2024-04-14
1888,Fund_36,Real Estate,EUR,2024-06-14
1889,Fund_14,Alternatives,GBP,2024-08-12
1890,Fund_44,Real Estate,USD,2023-04-07
1891,Fund_18,Fixed Income,GBP,2023-09-17
1892,Fund_7,Commodities,INR,2022-04-15
1893,Fund_23,Commodities,INR,2022-03-04
1894,Fund_33,Alternatives,USD,2024-08-20
1895,Fund_45,Alternatives,USD,2024-01-21
1896,Fund_16,Fixed Income,INR,2022-01-26
1897,Fund_37,Commodities,JPY,2022-01-01
1898,Fund_25,Commodities,JPY,2022-04-04
1899,Fund_9,Alternatives,USD,2024-06-01
1900,Fund_28,Commodities,JPY,2023-03-28
1901,Fund_9,Alternatives,USD,2024-11-01
1902,Fund_12,Equity,GBP,2022-10-25
1903,Fund_18,Commodities,GBP,2022-09-11
1904,Fund_27,Real Estate,GBP,2022-07-28
1905,Fund_26,Fixed Income,USD,2024-06-25
1906,Fund_26,Alternatives,USD,2022-10-11
1907,Fund_10,Commodities,JPY,2022-12-16
1908,Fund_17,Commodities,JPY,2022-07-03
1909,Fund_32,Alternatives,JPY,2022-07-31
1910,Fund_24,Real Estate,EUR,2022-06-16
1911,Fund_43,Commodities,USD,2024-05-24
1912,Fund_48,Equity,GBP,2023-02-11
1913,Fund_8,Fixed Income,GBP,2023-03-14
1914,Fund_30,Alternatives,EUR,2023-02-09
1915,Fund_26,Commodities,EUR,2022-10-02
1916,Fund_24,Fixed Income,GBP,2023-07-16
1917,Fund_27,Alternatives,USD,2022-04-22
1918,Fund_15,Alternatives,GBP,2024-03-02
1919,Fund_28,Alternatives,GBP,2022-10-29
1920,Fund_11,Real Estate,EUR,2022-05-16
1921,Fund_39,Equity,EUR,2022-11-29
1922,Fund_2,Alternatives,JPY,2024-10-23
1923,Fund_9,Real Estate,EUR,2022-03-18
1924,Fund_50,Alternatives,GBP,2022-07-04
1925,Fund_45,Alternatives,JPY,2023-07-24
1926,Fund_23,Real Estate,GBP,2024-11-10
1927,Fund_33,Equity,USD,2024-08-10
1928,Fund_19,Fixed Income,USD,2022-10-26
1929,Fund_13,Commodities,EUR,2023-04-17
1930,Fund_14,Alternatives,JPY,2023-02-14
1931,Fund_32,Equity,INR,2023-11-18
1932,Fund_49,Commodities,USD,2022-06-14
1933,Fund_22,Alternatives,USD,2023-10-20
1934,Fund_20,Commodities,USD,2022-06-13
1935,Fund_33,Real Estate,USD,2022-04-14
1936,Fund_5,Equity,EUR,2023-08-19
1937,Fund_20,Equity,JPY,2022-04-30
1938,Fund_14,Fixed Income,USD,2022-09-16
1939,Fund_27,Fixed Income,EUR,2022-12-30
1940,Fund_26,Commodities,JPY,2023-01-04
1941,Fund_32,Real Estate,JPY,2024-08-15
1942,Fund_30,Commodities,INR,2023-01-29
1943,Fund_27,Alternatives,GBP,2023-06-14
1944,Fund_26,Equity,USD,2022-05-15
1945,Fund_18,Commodities,EUR,2022-02-14
1946,Fund_45,Commodities,JPY,2023-09-16
1947,Fund_23,Equity,INR,2024-07-13
1948,Fund_44,Equity,GBP,2023-08-18
1949,Fund_47,Fixed Income,JPY,2024-02-05
1950,Fund_24,Fixed Income,JPY,2022-10-20
1951,Fund_4,Equity,USD,2023-06-20
1952,Fund_41,Commodities,GBP,2023-09-26
1953,Fund_3,Alternatives,GBP,2023-04-11
1954,Fund_43,Commodities,EUR,2022-02-18
1955,Fund_30,Alternatives,INR,2023-10-23
1956,Fund_47,Equity,EUR,2023-04-04
1957,Fund_16,Alternatives,INR,2023-11-28
1958,Fund_7,Fixed Income,EUR,2024-02-01
1959,Fund_39,Equity,INR,2023-03-01
1960,Fund_22,Real Estate,USD,2024-01-25
1961,Fund_41,Alternatives,INR,2024-05-26
1962,Fund_31,Alternatives,EUR,2023-10-23
1963,Fund_49,Real Estate,GBP,2022-03-09
1964,Fund_13,Real Estate,JPY,2023-05-24
1965,Fund_41,Equity,INR,2024-01-06
1966,Fund_41,Commodities,INR,2022-07-29
1967,Fund_29,Real Estate,GBP,2023-12-05
1968,Fund_28,Alternatives,USD,2022-05-04
1969,Fund_44,Real Estate,EUR,2024-03-06
1970,Fund_19,Equity,USD,2022-10-19
1971,Fund_23,Equity,INR,2023-02-25
1972,Fund_47,Alternatives,INR,2024-03-22
1973,Fund_50,Alternatives,USD,2022-02-19
1974,Fund_8,Alternatives,EUR,2022-07-02
1975,Fund_25,Commodities,INR,2022-09-04
1976,Fund_38,Alternatives,INR,2023-10-12
1977,Fund_38,Equity,USD,2023-07-04
1978,Fund_35,Equity,JPY,2023-07-15
1979,Fund_26,Real Estate,GBP,2022-03-13
1980,Fund_3,Alternatives,INR,2024-02-09
1981,Fund_2,Commodities,EUR,2023-07-10
1982,Fund_5,Fixed Income,JPY,2023-05-19
1983,Fund_20,Real Estate,USD,2023-09-20
1984,Fund_12,Commodities,USD,2023-10-23
1985,Fund_38,Alternatives,EUR,2023-05-23
1986,Fund_16,Commodities,JPY,2024-12-30
1987,Fund_37,Fixed Income,EUR,2022-06-10
1988,Fund_38,Commodities,INR,2022-05-07
1989,Fund_36,Fixed Income,JPY,2023-05-05
1990,Fund_46,Fixed Income,GBP,2022-08-27
1991,Fund_29,Fixed Income,GBP,2022-06-25
1992,Fund_35,Commodities,EUR,2022-07-29
1993,Fund_49,Alternatives,GBP,2022-12-25
1994,Fund_37,Equity,EUR,2023-09-26
1995,Fund_21,Equity,INR,2024-11-22
1996,Fund_21,Commodities,INR,2023-05-16
1997,Fund_28,Alternatives,EUR,2022-11-08
1998,Fund_6,Equity,INR,2022-04-21
1999,Fund_20,Fixed Income,GBP,2023-06-04
2000,Fund_36,Commodities,INR,2024-11-18
2001,Fund_13,Commodities,GBP,2024-04-29
2002,Fund_40,Real Estate,GBP,2024-07-21
2003,Fund_11,Real Estate,USD,2023-02-12
2004,Fund_24,Real Estate,INR,2023-09-16
2005,Fund_19,Alternatives,INR,2023-12-20
2006,Fund_23,Commodities,EUR,2023-07-06
2007,Fund_31,Real Estate,EUR,2024-02-19
2008,Fund_37,Commodities,JPY,2022-11-16
2009,Fund_37,Fixed Income,GBP,2024-12-05
2010,Fund_3,Real Estate,USD,2023-10-29
2011,Fund_34,Commodities,GBP,2023-09-20
2012,Fund_29,Alternatives,INR,2024-11-26
2013,Fund_3,Alternatives,JPY,2022-03-17
2014,Fund_15,Alternatives,GBP,2023-09-02
2015,Fund_7,Real Estate,JPY,2023-04-24
2016,Fund_3,Alternatives,GBP,2023-08-11
2017,Fund_47,Equity,INR,2023-08-16
2018,Fund_43,Fixed Income,INR,2022-12-30
2019,Fund_16,Commodities,GBP,2022-11-05
2020,Fund_45,Equity,USD,2024-12-22
2021,Fund_34,Real Estate,INR,2022-09-24
2022,Fund_20,Commodities,EUR,2022-02-02
2023,Fund_44,Commodities,USD,2022-02-09
2024,Fund_39,Alternatives,GBP,2023-11-17
2025,Fund_33,Commodities,USD,2022-09-17
2026,Fund_14,Commodities,EUR,2024-01-06
2027,Fund_42,Fixed Income,INR,2022-09-24
2028,Fund_35,Real Estate,INR,2023-10-29
2029,Fund_11,Equity,INR,2023-10-01
2030,Fund_20,Alternatives,EUR,2024-10-25
2031,Fund_30,Fixed Income,USD,2024-10-17
2032,Fund_28,Equity,GBP,2023-03-22
2033,Fund_15,Equity,GBP,2022-10-15
2034,Fund_38,Fixed Income,USD,2024-12-17
2035,Fund_50,Alternatives,INR,2024-12-31
2036,Fund_13,Real Estate,GBP,2024-03-04
2037,Fund_47,Fixed Income,INR,2024-02-14
2038,Fund_35,Fixed Income,JPY,2022-10-04
2039,Fund_47,Fixed Income,JPY,2024-08-20
2040,Fund_24,Alternatives,GBP,2024-01-06
2041,Fund_1,Fixed Income,USD,2024-01-06
2042,Fund_42,Fixed Income,USD,2022-04-24
2043,Fund_24,Commodities,USD,2024-02-11
2044,Fund_27,Commodities,INR,2022-06-06
2045,Fund_18,Commodities,JPY,2024-10-09
2046,Fund_26,Commodities,INR,2022-09-12
2047,Fund_29,Fixed Income,EUR,2024-11-20
2048,Fund_8,Commodities,EUR,2022-04-18
2049,Fund_44,Equity,GBP,2022-10-09
2050,Fund_26,Real Estate,EUR,2023-09-13
2051,Fund_5,Commodities,USD,2023-01-25
2052,Fund_33,Alternatives,GBP,2023-06-13
2053,Fund_40,Real Estate,JPY,2024-05-27
2054,Fund_5,Equity,JPY,2023-03-30
2055,Fund_49,Real Estate,EUR,2023-05-24
2056,Fund_47,Real Estate,EUR,2022-04-06
2057,Fund_36,Equity,JPY,2022-07-21
2058,Fund_13,Commodities,EUR,2024-11-26
2059,Fund_17,Equity,EUR,2022-04-01
2060,Fund_13,Alternatives,INR,2022-08-21
2061,Fund_25,Equity,JPY,2023-10-21
2062,Fund_2,Fixed Income,JPY,2024-10-07
2063,Fund_24,Fixed Income,EUR,2024-03-19
2064,Fund_36,Real Estate,USD,2024-06-30
2065,Fund_25,Commodities,INR,2022-09-10
2066,Fund_34,Commodities,USD,2023-12-25
2067,Fund_12,Fixed Income,EUR,2023-03-17
2068,Fund_19,Alternatives,JPY,2024-09-22
2069,Fund_50,Equity,USD,2022-03-05
2070,Fund_42,Equity,GBP,2022-01-05
2071,Fund_30,Equity,USD,2022-03-13
2072,Fund_37,Alternatives,JPY,2023-09-09
2073,Fund_43,Alternatives,EUR,2022-11-26
2074,Fund_1,Equity,USD,2022-12-15
2075,Fund_3,Equity,EUR,2022-12-31
2076,Fund_49,Alternatives,INR,2024-03-01
2077,Fund_26,Equity,GBP,2023-02-20
2078,Fund_15,Alternatives,JPY,2023-09-17
2079,Fund_46,Real Estate,JPY,2023-05-22
2080,Fund_47,Fixed Income,EUR,2023-06-07
2081,Fund_48,Fixed Income,GBP,2023-12-07
2082,Fund_28,Alternatives,JPY,2022-09-07
2083,Fund_4,Equity,USD,2024-06-19
2084,Fund_19,Fixed Income,JPY,2022-09-06
2085,Fund_24,Commodities,USD,2024-05-03
2086,Fund_40,Equity,JPY,2023-03-24
2087,Fund_6,Alternatives,USD,2022-03-24
2088,Fund_16,Commodities,INR,2022-12-05
2089,Fund_32,Alternatives,EUR,2022-04-05
2090,Fund_30,Equity,INR,2024-06-30
2091,Fund_35,Real Estate,USD,2022-09-16
2092,Fund_8,Real Estate,EUR,2022-05-02
2093,Fund_5,Real Estate,GBP,2023-06-19
2094,Fund_37,Equity,USD,2024-08-10
2095,Fund_12,Equity,JPY,2024-06-23
2096,Fund_25,Commodities,JPY,2024-08-04
2097,Fund_33,Equity,GBP,2022-04-02
2098,Fund_39,Equity,INR,2024-11-13
2099,Fund_24,Commodities,USD,2022-02-21
2100,Fund_11,Commodities,JPY,2023-12-12
2101,Fund_42,Alternatives,EUR,2022-10-21
2102,Fund_35,Fixed Income,GBP,2022-10-27
2103,Fund_40,Fixed Income,INR,2022-12-11
2104,Fund_1,Alternatives,INR,2022-07-13
2105,Fund_8,Real Estate,EUR,2023-03-12
2106,Fund_23,Equity,EUR,2023-01-20
2107,Fund_20,Commodities,GBP,2024-05-04
2108,Fund_32,Commodities,EUR,2024-01-21
2109,Fund_11,Real Estate,JPY,2022-11-16
2110,Fund_7,Commodities,INR,2022-08-27
2111,Fund_30,Real Estate,EUR,2023-01-27
2112,Fund_48,Alternatives,USD,2023-10-10
2113,Fund_39,Real Estate,EUR,2022-01-13
2114,Fund_13,Fixed Income,INR,2023-06-25
2115,Fund_42,Real Estate,JPY,2023-11-21
2116,Fund_49,Alternatives,EUR,2022-09-14
2117,Fund_3,Real Estate,JPY,2022-04-18
2118,Fund_7,Alternatives,USD,2022-07-02
2119,Fund_43,Fixed Income,INR,2023-01-02
2120,Fund_13,Equity,GBP,2024-10-16
2121,Fund_37,Alternatives,INR,2024-04-10
2122,Fund_25,Equity,GBP,2024-05-11
2123,Fund_23,Alternatives,GBP,2024-05-23
2124,Fund_47,Real Estate,INR,2022-06-22
2125,Fund_33,Equity,GBP,2024-01-30
2126,Fund_5,Alternatives,JPY,2024-02-10
2127,Fund_32,Alternatives,USD,2023-03-28
2128,Fund_30,Equity,EUR,2023-04-16
2129,Fund_31,Alternatives,GBP,2022-11-17
2130,Fund_13,Equity,GBP,2023-03-17
2131,Fund_42,Fixed Income,INR,2023-02-03
2132,Fund_5,Commodities,JPY,2022-07-07
2133,Fund_23,Fixed Income,EUR,2024-06-03
2134,Fund_1,Equity,GBP,2024-04-29
2135,Fund_10,Real Estate,JPY,2024-01-13
2136,Fund_50,Real Estate,EUR,2024-05-11
2137,Fund_27,Commodities,INR,2023-05-30
2138,Fund_8,Equity,GBP,2022-06-30
2139,Fund_3,Alternatives,INR,2023-02-14
2140,Fund_19,Fixed Income,INR,2023-05-31
2141,Fund_2,Fixed Income,GBP,2024-06-30
2142,Fund_49,Commodities,JPY,2024-05-09
2143,Fund_31,Commodities,JPY,2024-12-31
2144,Fund_48,Commodities,INR,2022-07-01
2145,Fund_10,Commodities,INR,2022-04-14
2146,Fund_16,Commodities,USD,2022-10-14
2147,Fund_37,Commodities,EUR,2022-03-28
2148,Fund_20,Alternatives,INR,2023-01-21
2149,Fund_3,Alternatives,INR,2023-08-26
2150,Fund_35,Fixed Income,EUR,2023-11-30
2151,Fund_34,Fixed Income,GBP,2023-03-19
2152,Fund_21,Commodities,JPY,2023-08-08
2153,Fund_36,Fixed Income,GBP,2022-09-11
2154,Fund_32,Commodities,EUR,2024-08-09
2155,Fund_18,Alternatives,EUR,2022-12-21
2156,Fund_34,Real Estate,USD,2023-02-14
2157,Fund_38,Alternatives,USD,2023-03-05
2158,Fund_3,Equity,JPY,2023-04-20
2159,Fund_3,Alternatives,INR,2023-08-11
2160,Fund_27,Equity,EUR,2024-09-03
2161,Fund_2,Fixed Income,USD,2024-07-05
2162,Fund_3,Alternatives,GBP,2022-12-08
2163,Fund_17,Real Estate,USD,2023-04-19
2164,Fund_46,Alternatives,GBP,2023-02-01
2165,Fund_39,Alternatives,USD,2024-12-04
2166,Fund_38,Alternatives,GBP,2023-11-22
2167,Fund_40,Commodities,USD,2024-01-04
2168,Fund_19,Alternatives,USD,2024-11-06
2169,Fund_19,Alternatives,JPY,2022-08-07
2170,Fund_44,Real Estate,INR,2023-08-19
2171,Fund_5,Equity,EUR,2022-07-10
2172,Fund_5,Equity,INR,2023-10-06
2173,Fund_14,Real Estate,JPY,2022-04-04
2174,Fund_27,Fixed Income,GBP,2022-12-06
2175,Fund_49,Alternatives,INR,2024-03-18
2176,Fund_48,Fixed Income,EUR,2022-12-26
2177,Fund_36,Real Estate,EUR,2022-04-22
2178,Fund_40,Fixed Income,GBP,2022-10-30
2179,Fund_35,Equity,EUR,2022-02-20
2180,Fund_21,Commodities,JPY,2024-03-16
2181,Fund_5,Fixed Income,INR,2023-12-02
2182,Fund_24,Commodities,EUR,2023-10-23
2183,Fund_39,Fixed Income,INR,2022-02-05
2184,Fund_50,Real Estate,USD,2023-09-15
2185,Fund_24,Commodities,INR,2023-11-14
2186,Fund_40,Fixed Income,GBP,2024-04-28
2187,Fund_43,Real Estate,JPY,2024-08-17
2188,Fund_46,Equity,EUR,2022-02-14
2189,Fund_50,Alternatives,JPY,2024-05-22
2190,Fund_13,Real Estate,INR,2024-08-09
2191,Fund_38,Real Estate,EUR,2023-10-16
2192,Fund_45,Equity,JPY,2022-01-15
2193,Fund_1,Commodities,GBP,2023-10-02
2194,Fund_43,Fixed Income,USD,2022-06-16
2195,Fund_39,Commodities,USD,2022-03-04
2196,Fund_10,Real Estate,GBP,2022-07-22
2197,Fund_2,Fixed Income,USD,2022-10-05
2198,Fund_16,Alternatives,GBP,2024-06-13
2199,Fund_37,Alternatives,INR,2023-02-07
2200,Fund_16,Fixed Income,GBP,2022-12-13
2201,Fund_23,Real Estate,USD,2024-02-26
2202,Fund_26,Equity,INR,2024-09-02
2203,Fund_16,Commodities,GBP,2024-04-13
2204,Fund_27,Commodities,GBP,2022-07-12
2205,Fund_47,Equity,INR,2024-06-17
2206,Fund_41,Equity,EUR,2022-06-01
2207,Fund_30,Alternatives,USD,2023-01-21
2208,Fund_33,Equity,EUR,2024-09-15
2209,Fund_32,Fixed Income,INR,2022-06-21
2210,Fund_9,Alternatives,INR,2022-12-03
2211,Fund_11,Real Estate,JPY,2024-06-10
2212,Fund_37,Alternatives,JPY,2023-08-28
2213,Fund_6,Alternatives,INR,2023-05-04
2214,Fund_30,Commodities,JPY,2023-10-28
2215,Fund_40,Equity,GBP,2022-04-16
2216,Fund_15,Fixed Income,EUR,2024-05-19
2217,Fund_48,Equity,INR,2022-12-18
2218,Fund_30,Commodities,GBP,2024-04-27
2219,Fund_18,Equity,USD,2022-02-17
2220,Fund_12,Fixed Income,USD,2022-01-31
2221,Fund_4,Equity,JPY,2023-04-20
2222,Fund_16,Commodities,JPY,2023-04-22
2223,Fund_23,Fixed Income,GBP,2022-08-07
2224,Fund_11,Equity,USD,2022-09-02
2225,Fund_24,Commodities,INR,2023-03-19
2226,Fund_22,Commodities,EUR,2023-05-16
2227,Fund_39,Alternatives,JPY,2024-06-16
2228,Fund_15,Fixed Income,GBP,2024-02-08
2229,Fund_49,Fixed Income,JPY,2022-09-12
2230,Fund_15,Equity,GBP,2022-03-11
2231,Fund_10,Alternatives,USD,2023-03-31
2232,Fund_28,Fixed Income,JPY,2023-08-01
2233,Fund_36,Commodities,GBP,2024-10-22
2234,Fund_17,Fixed Income,GBP,2023-05-10
2235,Fund_36,Alternatives,JPY,2022-11-21
2236,Fund_22,Real Estate,EUR,2024-02-20
2237,Fund_23,Commodities,INR,2023-02-07
2238,Fund_29,Fixed Income,USD,2024-04-30
2239,Fund_22,Commodities,JPY,2022-05-09
2240,Fund_11,Equity,JPY,2022-05-26
2241,Fund_36,Commodities,EUR,2023-05-16
2242,Fund_44,Fixed Income,USD,2022-01-08
2243,Fund_29,Equity,JPY,2022-08-08
2244,Fund_42,Equity,EUR,2023-12-26
2245,Fund_32,Equity,INR,2022-04-12
2246,Fund_14,Real Estate,GBP,2024-02-13
2247,Fund_18,Real Estate,INR,2022-01-02
2248,Fund_38,Equity,INR,2023-11-26
2249,Fund_37,Fixed Income,INR,2024-02-10
2250,Fund_34,Equity,INR,2024-04-13
2251,Fund_45,Equity,GBP,2024-01-10
2252,Fund_23,Commodities,USD,2022-07-19
2253,Fund_32,Commodities,USD,2022-01-26
2254,Fund_46,Commodities,EUR,2024-08-01
2255,Fund_3,Alternatives,EUR,2022-04-12
2256,Fund_43,Commodities,JPY,2024-08-20
2257,Fund_22,Commodities,INR,2024-05-06
2258,Fund_23,Fixed Income,INR,2023-01-07
2259,Fund_4,Real Estate,GBP,2022-07-16
2260,Fund_13,Real Estate,INR,2023-05-25
2261,Fund_32,Real Estate,GBP,2024-10-11
2262,Fund_29,Alternatives,JPY,2024-11-19
2263,Fund_40,Equity,EUR,2024-07-11
2264,Fund_40,Commodities,EUR,2022-10-26
2265,Fund_45,Fixed Income,JPY,2022-01-21
2266,Fund_10,Alternatives,JPY,2024-11-30
2267,Fund_13,Real Estate,INR,2024-08-21
2268,Fund_45,Alternatives,EUR,2024-08-24
2269,Fund_17,Fixed Income,USD,2023-04-04
2270,Fund_38,Alternatives,JPY,2023-05-29
2271,Fund_2,Real Estate,EUR,2024-12-03
2272,Fund_17,Equity,EUR,2022-02-10
2273,Fund_44,Real Estate,GBP,2024-04-17
2274,Fund_26,Real Estate,EUR,2022-09-20
2275,Fund_38,Real Estate,JPY,2023-11-16
2276,Fund_37,Alternatives,INR,2024-10-29
2277,Fund_5,Fixed Income,EUR,2024-12-12
2278,Fund_25,Real Estate,USD,2024-10-19
2279,Fund_9,Alternatives,JPY,2022-05-08
2280,Fund_28,Fixed Income,INR,2023-06-15
2281,Fund_22,Equity,INR,2023-10-06
2282,Fund_29,Real Estate,JPY,2023-06-09
2283,Fund_35,Commodities,INR,2024-01-27
2284,Fund_20,Alternatives,USD,2024-08-23
2285,Fund_5,Equity,EUR,2024-06-12
2286,Fund_39,Equity,JPY,2024-01-29
2287,Fund_44,Equity,EUR,2022-08-20
2288,Fund_32,Alternatives,EUR,2024-07-21
2289,Fund_39,Fixed Income,INR,2022-03-29
2290,Fund_10,Commodities,JPY,2024-02-05
2291,Fund_40,Fixed Income,EUR,2023-09-29
2292,Fund_17,Real Estate,GBP,2022-07-20
2293,Fund_37,Commodities,USD,2024-09-12
2294,Fund_15,Fixed Income,INR,2022-12-27
2295,Fund_9,Real Estate,JPY,2022-05-12
2296,Fund_32,Commodities,JPY,2022-06-26
2297,Fund_23,Alternatives,INR,2024-12-11
2298,Fund_11,Real Estate,EUR,2022-01-22
2299,Fund_13,Fixed Income,INR,2023-10-15
2300,Fund_18,Commodities,JPY,2024-02-22
2301,Fund_49,Real Estate,GBP,2022-06-17
2302,Fund_9,Real Estate,EUR,2024-11-27
2303,Fund_42,Alternatives,INR,2024-05-22
2304,Fund_5,Real Estate,JPY,2024-07-28
2305,Fund_43,Commodities,JPY,2023-09-24
2306,Fund_22,Equity,JPY,2024-04-13
2307,Fund_32,Commodities,GBP,2023-12-23
2308,Fund_47,Commodities,EUR,2023-03-16
2309,Fund_2,Alternatives,INR,2022-08-31
2310,Fund_21,Alternatives,EUR,2023-08-24
2311,Fund_28,Real Estate,JPY,2024-02-01
2312,Fund_24,Alternatives,GBP,2023-06-27
2313,Fund_24,Real Estate,GBP,2022-10-04
2314,Fund_14,Equity,JPY,2023-07-04
2315,Fund_37,Fixed Income,EUR,2023-02-07
2316,Fund_27,Alternatives,EUR,2023-10-12
2317,Fund_24,Alternatives,GBP,2024-09-23
2318,Fund_6,Equity,USD,2022-03-17
2319,Fund_26,Alternatives,GBP,2022-12-05
2320,Fund_15,Equity,GBP,2024-02-04
2321,Fund_29,Real Estate,INR,2022-02-07
2322,Fund_36,Alternatives,GBP,2022-11-14
2323,Fund_10,Alternatives,USD,2023-10-02
2324,Fund_28,Real Estate,GBP,2023-11-01
2325,Fund_9,Alternatives,EUR,2022-11-25
2326,Fund_21,Commodities,INR,2023-04-21
2327,Fund_10,Equity,INR,2023-06-22
2328,Fund_4,Fixed Income,GBP,2022-12-09
2329,Fund_4,Commodities,INR,2022-05-20
