TradeID,TradeDate,ClientID,FundID,SecurityID,BuySell,Quantity,Price
1393,2023-10-04,1474,2135,4728,Buy,4434,339.3
1394,2023-12-15,6969,494,1081,Sell,6690,339.3
1395,2023-02-15,5736,5580,560,Buy,5870,339.3
1396,2023-05-26,4935,6458,5327,Sell,8786,339.3
1397,2022-04-18,766,2159,5008,Buy,3378,339.3
1398,2022-04-15,2345,1578,3979,Sell,2677,339.3
1399,2022-10-16,4856,3840,4717,Buy,3932,339.3
1400,2023-12-24,617,2244,2350,Buy,7061,339.3
1401,2023-09-23,2311,1473,57,Sell,65,339.3
1402,2022-10-17,569,552,1460,Buy,3899,339.3
1403,2022-01-20,6829,4350,1591,Buy,53,339.3
1404,2022-11-14,2174,74,150,Sell,7543,339.3
1405,2022-01-02,2141,903,5892,Buy,1551,339.3
1406,2022-08-04,3193,5762,3990,Sell,6568,339.3
1407,2022-09-10,2952,727,324,Buy,4984,339.3
1408,2022-08-11,5345,1314,2557,Sell,8700,339.3
1409,2023-09-22,3587,3958,2408,Buy,5689,339.3
1410,2022-03-09,2152,780,2731,Buy,7523,339.3
1411,2022-08-14,2720,5363,1404,Buy,15,339.3
1412,2022-12-05,1747,5944,1424,Sell,4331,339.3
1413,2023-01-03,6468,5964,3306,Buy,8945,339.3
1414,2023-10-22,6538,5357,3668,Sell,6524,339.3
1415,2024-10-19,5906,3856,4554,Buy,4254,339.3
1416,2022-12-25,2387,3208,4385,Buy,1267,339.3
1417,2023-02-17,1205,1706,2655,Buy,4964,339.3
1418,2023-02-03,588,3590,236,Buy,5767,339.3
1419,2024-09-06,907,3535,4352,Sell,6108,339.3
1420,2023-06-28,3744,2187,4033,Buy,100,339.3
1421,2023-10-15,4614,4083,281,Sell,9954,339.3
1422,2023-06-12,1702,5278,1317,Buy,2091,339.3
1423,2022-09-06,3895,1623,1042,Buy,6332,339.3
1424,2022-07-03,1948,4626,4495,Sell,4254,339.3
1425,2022-02-22,794,5641,3012,Buy,6612,339.3
1426,2022-03-23,6344,3657,4643,Buy,7029,339.3
1427,2023-12-20,3062,626,4932,Sell,5950,339.3
1428,2023-12-15,4682,2182,5245,Buy,6115,339.3
1429,2023-07-25,5334,3152,256,Buy,3888,339.3
1430,2024-05-16,1250,5964,5972,Sell,6382,339.3
1431,2024-11-14,1133,3714,3084,Sell,6202,339.3
1432,2023-08-09,1139,2513,1897,Sell,9929,339.3
1433,2024-10-23,4352,3994,5270,Buy,116,339.3
1434,2024-05-03,1622,1801,418,Sell,4301,339.3
1435,2023-09-06,4502,604,2523,Buy,2976,339.3
1436,2022-07-13,3590,350,1945,Buy,4370,339.3
1437,2024-05-21,6623,2878,1996,Buy,369,339.3
1438,2024-04-09,2827,4655,3797,Buy,7841,339.3
1439,2023-11-24,2386,295,434,Sell,9345,339.3
1440,2024-09-18,6008,1152,61,Buy,2459,339.3
1441,2023-10-15,6690,827,3219,Buy,805,339.3
1442,2023-04-30,259,3539,3032,Buy,7732,339.3
1443,2024-11-18,4849,1732,1005,Buy,4646,339.3
1444,2022-04-15,3699,5612,3732,Buy,1033,339.3
1445,2024-11-14,1458,3443,1246,Sell,7784,339.3
1446,2023-05-09,4454,4792,627,Sell,7059,339.3
1447,2022-04-09,1272,1270,3476,Sell,7023,339.3
1448,2023-08-07,6948,5518,721,Sell,3969,339.3
1449,2022-07-18,1745,1872,5877,Sell,1528,339.3
1450,2024-08-13,5726,3766,1122,Buy,5533,339.3
1451,2023-11-28,2487,5221,4555,Sell,2359,339.3
1452,2023-03-12,4638,5792,3794,Buy,4686,339.3
1453,2024-10-24,6718,4255,2900,Buy,9897,339.3
1454,2022-06-24,2803,1221,3394,Sell,4831,339.3
1455,2022-12-07,3253,2705,775,Buy,2951,339.3
1456,2024-10-18,5227,2264,4187,Sell,1596,339.3
1457,2022-06-19,1586,3078,3855,Sell,344,339.3
1458,2023-11-19,223,4983,339,Sell,6407,339.3
1459,2024-01-10,2208,4939,5154,Buy,4837,339.3
1460,2023-12-02,5240,5385,5826,Buy,8346,339.3
1461,2023-03-22,4976,408,4294,Sell,9899,339.3
1462,2024-08-08,1363,1812,1976,Buy,3013,339.3
1463,2024-07-21,3849,13,5614,Buy,5956,339.3
1464,2024-09-24,4368,4919,5642,Sell,2757,339.3
1465,2023-07-25,3494,604,3553,Sell,1761,339.3
1466,2024-08-19,3475,5615,2492,Buy,8133,339.3
1467,2022-10-25,3934,1759,3960,Buy,4370,339.3
1468,2023-05-25,804,5728,1628,Buy,7741,339.3
1469,2022-06-08,4875,357,4108,Buy,6492,339.3
1470,2024-02-26,4596,3347,732,Buy,2221,339.3
1471,2023-09-26,6735,303,1911,Buy,6676,339.3
1472,2024-09-01,4056,2300,2565,Buy,1065,339.3
1473,2023-11-24,5353,583,4883,Sell,7302,339.3
1474,2022-05-06,191,2883,2376,Buy,2916,339.3
1475,2023-03-25,3669,2142,2284,Buy,8265,339.3
1476,2023-09-26,4523,31,2597,Buy,8297,339.3
1477,2022-01-10,3658,301,28,Sell,4959,339.3
1478,2024-10-15,499,3568,1195,Buy,6916,339.3
1479,2024-11-06,6361,4406,4293,Sell,6074,339.3
1480,2023-12-16,1376,329,2800,Sell,745,339.3
1481,2024-08-29,3361,1122,1752,Sell,1412,339.3
1482,2024-10-23,1073,3542,2680,Sell,4228,339.3
1483,2024-07-06,4275,411,134,Buy,7532,339.3
1484,2024-04-03,690,52,2933,Sell,8063,339.3
1485,2024-03-04,3608,2615,3292,Buy,6270,339.3
1486,2022-06-27,3349,1051,2176,Buy,5419,339.3
1487,2023-08-22,6554,2913,2828,Buy,4874,339.3
1488,2024-09-02,2641,6260,1423,Sell,563,339.3
1489,2022-11-13,3219,5485,5719,Buy,8005,339.3
1490,2022-09-10,5827,685,3647,Buy,4076,339.3
1491,2022-01-03,578,2475,4981,Buy,5478,339.3
1492,2022-02-20,64,4650,500,Buy,155,339.3
1493,2024-04-01,365,3828,2980,Sell,6799,339.3
1494,2023-10-29,1504,2822,1031,Buy,4324,339.3
1495,2024-02-19,6561,2352,5377,Sell,5296,339.3
1496,2023-03-01,3616,3611,4315,Buy,6464,339.3
1497,2022-04-30,4714,3232,945,Sell,9086,339.3
1498,2023-08-24,5621,4438,4758,Buy,6812,339.3
1499,2023-09-10,3516,1524,1332,Sell,8588,339.3
1500,2023-02-21,4915,2741,5983,Sell,7038,339.3
1501,2023-06-27,2055,6093,555,Buy,1647,339.3
1502,2022-06-13,3697,1307,171,Sell,9358,339.3
1503,2022-05-14,1213,3820,5558,Buy,2291,339.3
1504,2023-09-27,4889,296,3189,Sell,62,339.3
1505,2024-08-13,5975,94,5980,Buy,6358,339.3
1506,2022-03-13,6398,5283,3750,Buy,6037,339.3
1507,2022-12-25,3676,3533,5499,Buy,7758,339.3
1508,2023-07-03,5836,3006,603,Buy,2965,339.3
1509,2022-04-11,1544,5505,211,Buy,7244,339.3
1510,2022-01-30,5631,3306,749,Sell,2367,339.3
1511,2023-12-20,2787,2203,3408,Sell,2292,339.3
1512,2024-09-21,3070,278,1228,Sell,5148,339.3
1513,2023-06-05,2841,2553,3891,Buy,4958,339.3
1514,2024-04-16,6366,2027,4887,Sell,588,339.3
1515,2022-09-06,5567,1816,4275,Sell,2960,339.3
1516,2023-05-27,4512,151,1394,Buy,5380,339.3
1517,2022-04-22,4324,2229,3320,Sell,5084,339.3
1518,2024-11-07,6048,5961,5166,Sell,3853,339.3
1519,2024-06-19,6709,6043,5881,Buy,9604,339.3
1520,2023-12-08,1305,3591,4846,Sell,7827,339.3
1521,2022-07-18,5658,5528,4342,Sell,1555,339.3
1522,2023-06-28,197,6352,2142,Buy,5834,339.3
1523,2022-08-11,4075,6272,2448,Buy,5708,339.3
1524,2022-03-29,6083,4119,5490,Buy,5141,339.3
1525,2024-08-22,5836,3079,416,Sell,2972,339.3
1526,2022-11-24,1511,4408,1468,Sell,9171,339.3
1527,2024-04-01,1271,2710,1429,Buy,9105,339.3
1528,2022-04-13,4872,605,4350,Sell,3773,339.3
1529,2024-09-24,3259,2822,2500,Buy,8944,339.3
1530,2022-10-25,133,5663,519,Sell,8767,339.3
1531,2023-11-06,4941,1641,747,Buy,1713,339.3
1532,2024-06-05,6303,2505,2374,Buy,4262,339.3
1533,2022-07-08,3190,5054,4372,Sell,6225,339.3
1534,2023-01-06,4481,4441,4268,Sell,5400,339.3
1535,2024-04-07,3630,2688,2348,Sell,2083,339.3
1536,2022-09-07,3204,6008,5260,Buy,4717,339.3
1537,2022-08-14,4470,4138,3131,Buy,1202,339.3
1538,2022-05-04,6548,4710,3534,Sell,3329,339.3
1539,2022-11-01,5469,6369,3306,Sell,6918,339.3
1540,2024-03-01,1056,1549,2722,Buy,2683,339.3
1541,2024-03-13,2145,923,4340,Buy,212,339.3
1542,2023-02-02,3968,851,1836,Sell,4071,339.3
1543,2022-01-03,5710,592,5713,Buy,62,339.3
1544,2022-11-27,3411,2095,5416,Sell,758,339.3
1545,2022-01-10,883,3513,701,Sell,1211,339.3
1546,2023-08-02,2435,5966,533,Buy,2797,339.3
1547,2023-11-12,4916,3822,4748,Buy,8961,339.3
1548,2022-07-16,3851,5735,4606,Sell,3562,339.3
1549,2023-03-18,2825,2454,5569,Sell,9206,339.3
1550,2022-01-15,2233,5999,1490,Sell,2472,339.3
1551,2023-09-18,3006,3813,5208,Buy,8139,339.3
1552,2022-01-06,1208,1153,2356,Buy,5438,339.3
1553,2023-05-31,1918,1203,1753,Buy,972,339.3
1554,2023-11-16,6195,4210,3066,Buy,7532,339.3
1555,2024-04-12,2780,4671,4622,Buy,3265,339.3
1556,2024-12-15,2050,1627,2962,Sell,8360,339.3
1557,2024-08-16,5197,1186,5598,Buy,2509,339.3
1558,2024-11-04,3043,2077,3005,Buy,110,339.3
1559,2022-04-01,3551,4807,4804,Sell,3848,339.3
1560,2023-12-18,1486,6113,3648,Buy,6326,339.3
1561,2022-08-27,4495,4921,4264,Sell,7286,339.3
1562,2023-06-05,3909,4556,2717,Sell,1836,339.3
1563,2022-07-04,1063,6433,2194,Sell,1406,339.3
1564,2022-07-14,4642,2414,4804,Sell,1263,339.3
1565,2024-11-28,742,1496,5435,Sell,3786,339.3
1566,2024-11-29,6395,3174,4731,Sell,3980,339.3
1567,2022-01-16,6210,119,5217,Sell,9859,339.3
1568,2023-11-24,1453,3490,1389,Sell,7693,339.3
1569,2022-03-06,1377,104,4094,Sell,126,339.3
1570,2022-10-12,383,50,2626,Buy,4985,339.3
1571,2022-05-26,5147,5817,3443,Sell,5826,339.3
1572,2022-09-24,67,4950,1804,Sell,544,339.3
1573,2023-10-22,6846,475,5910,Buy,2417,339.3
1574,2024-01-06,3904,4815,4542,Sell,2976,339.3
1575,2024-10-06,4596,3663,5530,Sell,600,339.3
1576,2024-09-08,1922,4951,2702,Buy,6230,339.3
1577,2023-02-03,4851,5851,5897,Buy,2826,339.3
1578,2022-10-18,1436,113,4810,Sell,8737,339.3
1579,2022-03-21,1654,3640,263,Sell,6581,339.3
1580,2023-01-07,6110,754,1455,Sell,507,339.3
1581,2024-10-08,6825,2280,698,Buy,2422,339.3
1582,2024-04-03,5490,6281,1615,Sell,3798,339.3
1583,2024-08-30,599,2671,1451,Buy,9135,339.3
1584,2022-02-19,1633,4973,370,Sell,4289,339.3
1585,2022-05-01,1460,925,5986,Sell,2343,339.3
1586,2024-10-04,1806,5285,5052,Buy,1010,339.3
1587,2023-04-03,61,3477,2228,Sell,5966,339.3
1588,2022-08-14,4046,6263,1752,Sell,3967,339.3
1589,2022-10-05,6194,1537,4802,Buy,5888,339.3
1590,2024-09-15,3597,6476,1933,Sell,2777,339.3
1591,2022-01-04,5316,1601,4889,Buy,1659,339.3
1592,2024-07-07,1299,2225,4236,Buy,9039,339.3
1593,2022-05-31,2264,1127,700,Sell,3208,339.3
1594,2022-01-06,5412,6007,796,Buy,6735,339.3
1595,2024-07-10,3398,3196,5707,Buy,2003,339.3
1596,2024-08-12,3913,3897,5713,Sell,1768,339.3
1597,2022-03-26,2573,483,744,Sell,2703,339.3
1598,2023-02-22,6680,5170,3982,Sell,4866,339.3
1599,2022-06-03,174,266,1273,Sell,829,339.3
1600,2023-12-15,3855,5848,1017,Sell,9565,339.3
1601,2023-12-07,1454,3163,5317,Sell,4844,339.3
1602,2023-01-08,2930,4359,5231,Sell,9640,339.3
1603,2024-12-30,2654,4494,1730,Sell,2310,339.3
1604,2024-06-22,608,3811,4412,Sell,983,339.3
1605,2022-02-27,6112,2447,1895,Buy,3417,339.3
1606,2024-02-08,4131,3379,2125,Sell,9804,339.3
1607,2022-08-09,1778,4791,5652,Sell,8690,339.3
1608,2022-08-26,5782,4460,4619,Buy,4885,339.3
1609,2024-04-30,2841,4000,3434,Buy,8267,339.3
1610,2023-12-03,2840,2235,4740,Buy,4937,339.3
1611,2023-01-29,3236,5989,2740,Sell,2356,339.3
1612,2024-09-23,1418,4425,2607,Sell,887,339.3
1613,2022-12-15,3340,5927,634,Buy,1356,339.3
1614,2022-11-18,4500,4641,3011,Buy,7510,339.3
1615,2024-06-13,3109,4832,4980,Sell,6258,339.3
1616,2024-02-16,5616,2629,3289,Buy,2019,339.3
1617,2024-04-07,530,939,4503,Sell,4866,339.3
1618,2022-05-06,488,6411,721,Sell,729,339.3
1619,2024-10-02,6369,5308,3518,Buy,9193,339.3
1620,2023-01-09,1321,2734,1077,Sell,7596,339.3
1621,2023-07-09,4425,1406,2399,Sell,4205,339.3
1622,2023-12-16,97,2504,654,Sell,6858,339.3
1623,2024-03-28,5278,731,3375,Buy,773,339.3
1624,2023-06-14,1518,3128,1554,Sell,3408,339.3
1625,2022-03-18,5137,5614,1347,Sell,5754,339.3
1626,2022-10-17,5667,1833,1133,Buy,4083,339.3
1627,2024-04-30,6480,2411,4835,Buy,1401,339.3
1628,2022-04-29,424,3371,253,Sell,852,339.3
1629,2022-08-06,6547,1588,5735,Buy,7218,339.3
1630,2023-12-26,1852,4400,5075,Buy,9228,339.3
1631,2024-06-23,431,3852,919,Sell,4947,339.3
1632,2024-03-26,1918,2147,3167,Sell,2901,339.3
1633,2024-11-01,4994,4652,3516,Sell,7742,339.3
1634,2022-11-16,2758,6278,5464,Sell,8495,339.3
1635,2022-01-26,2986,2195,2237,Buy,5888,339.3
1636,2023-01-26,6773,2276,4753,Buy,5133,339.3
1637,2022-02-24,3565,5994,2172,Sell,3459,339.3
1638,2022-05-31,1468,1419,5686,Buy,5970,339.3
1639,2023-04-08,5871,2916,3931,Buy,5915,339.3
1640,2024-07-01,4107,4700,1801,Buy,5432,339.3
1641,2024-07-23,841,1005,4256,Buy,420,339.3
1642,2023-05-26,4635,4988,1381,Buy,3188,339.3
1643,2024-02-12,1635,3700,1272,Sell,3365,339.3
1644,2023-02-08,126,3159,4404,Buy,3778,339.3
1645,2022-12-29,5051,4515,1486,Buy,4691,339.3
1646,2024-12-30,6266,3132,950,Sell,747,339.3
1647,2024-05-11,352,5795,5424,Buy,2816,339.3
1648,2023-12-20,368,507,4118,Buy,4494,339.3
1649,2023-04-20,392,6311,2920,Buy,7581,339.3
1650,2024-02-09,450,5611,5795,Sell,2880,339.3
1651,2022-08-16,3069,6276,813,Sell,8295,339.3
1652,2022-12-13,5278,5296,284,Sell,5674,339.3
1653,2024-03-18,236,5680,4163,Sell,2249,339.3
1654,2022-08-05,6347,338,5718,Buy,9884,339.3
1655,2023-07-02,6864,3573,494,Sell,7947,339.3
1656,2023-12-25,4458,62,3622,Sell,9678,339.3
1657,2024-10-10,793,4119,1639,Sell,7366,339.3
1658,2022-10-01,2379,5308,6,Buy,4763,339.3
1659,2022-04-25,6718,4394,1678,Sell,6838,339.3
1660,2022-07-22,2369,5860,1492,Sell,5208,339.3
1661,2023-06-02,5857,1190,3379,Sell,2720,339.3
1662,2022-11-04,4353,3058,4074,Buy,5435,339.3
1663,2024-07-01,2424,4154,4951,Buy,1677,339.3
1664,2024-06-13,6772,447,2125,Buy,6165,339.3
1665,2022-03-07,5295,2491,4652,Sell,9510,339.3
1666,2024-08-10,2377,1535,2798,Buy,8097,339.3
1667,2022-07-27,5403,3605,1069,Buy,3482,339.3
1668,2022-10-05,2342,3043,3443,Sell,6242,339.3
1669,2023-09-17,2451,1586,457,Sell,7558,339.3
1670,2022-05-19,2856,2946,1648,Buy,1982,339.3
1671,2023-11-07,4817,4851,1798,Sell,4816,339.3
1672,2022-11-28,578,6481,348,Sell,556,339.3
1673,2023-07-01,5320,4365,1415,Buy,7147,339.3
1674,2024-12-02,3105,6200,2259,Buy,8740,339.3
1675,2024-06-07,1532,4316,2399,Sell,3244,339.3
1676,2023-11-12,3213,3089,1071,Sell,2585,339.3
1677,2024-04-11,4139,3885,1516,Buy,3752,339.3
1678,2022-09-28,3733,3381,4513,Buy,3398,339.3
1679,2022-10-27,2771,6232,534,Sell,2434,339.3
1680,2024-12-01,6562,3053,2627,Buy,4487,339.3
1681,2023-11-30,4894,2530,4849,Sell,763,339.3
1682,2022-10-12,5396,6129,1741,Buy,2859,339.3
1683,2024-07-25,3154,1061,5117,Buy,1162,339.3
1684,2022-09-19,5333,2702,5224,Buy,6226,339.3
1685,2024-09-22,5752,3185,5645,Sell,1525,339.3
1686,2022-07-13,932,6342,488,Sell,7606,339.3
1687,2022-03-22,4871,2985,5432,Buy,4745,339.3
1688,2023-02-15,2825,3256,77,Buy,3395,339.3
1689,2023-12-31,2093,2900,3084,Buy,9718,339.3
1690,2024-01-26,3602,2455,2053,Buy,8373,339.3
1691,2024-05-04,5423,5804,2765,Buy,2932,339.3
1692,2022-02-20,626,416,2487,Sell,3441,339.3
1693,2022-02-09,3585,5846,2687,Buy,1750,339.3
1694,2024-02-08,2020,4839,1868,Buy,3586,339.3
1695,2024-07-09,5869,5234,2890,Buy,4783,339.3
1696,2022-08-11,1870,3415,1551,Sell,8473,339.3
1697,2023-06-02,5941,2431,1602,Buy,676,339.3
1698,2023-08-30,6181,4180,2342,Buy,7918,339.3
1699,2023-01-16,3092,4587,2273,Sell,889,339.3
1700,2022-09-29,3423,2862,4194,Buy,7769,339.3
1701,2022-05-26,1991,6144,5849,Buy,5775,339.3
1702,2023-03-10,4282,2599,1327,Buy,305,339.3
1703,2024-04-19,2680,6394,1754,Buy,8310,339.3
1704,2022-08-17,5161,619,752,Sell,5440,339.3
1705,2024-01-13,300,5538,4093,Buy,8995,339.3
1706,2023-03-30,6521,1487,3688,Sell,6179,339.3
1707,2022-12-29,235,597,4366,Buy,5375,339.3
1708,2023-01-29,4977,5242,2040,Buy,4973,339.3
1709,2023-07-24,1105,3329,1679,Sell,3257,339.3
1710,2023-11-13,2075,1190,1187,Buy,1547,339.3
1711,2024-01-09,5141,3938,3231,Buy,1290,339.3
1712,2024-11-17,6440,925,1737,Sell,8335,339.3
1713,2023-08-24,758,1730,5383,Sell,1536,339.3
1714,2023-08-27,3628,5012,4083,Buy,301,339.3
1715,2022-11-09,4973,5689,1830,Sell,536,339.3
1716,2024-11-18,2906,1260,2431,Sell,1226,339.3
1717,2024-01-17,3244,883,4311,Sell,7004,339.3
1718,2023-10-25,773,845,4889,Buy,1887,339.3
1719,2022-02-26,5985,5335,4213,Buy,352,339.3
1720,2023-05-10,380,2107,3464,Buy,2128,339.3
1721,2024-09-26,4828,2800,4520,Buy,2324,339.3
1722,2022-05-27,3221,1419,4870,Buy,2393,339.3
1723,2022-08-17,6664,2391,4177,Buy,3375,339.3
1724,2024-05-03,3906,2596,2656,Sell,2625,339.3
1725,2022-11-28,887,4380,1211,Buy,6956,339.3
1726,2024-02-15,2958,81,134,Sell,8205,339.3
1727,2023-03-18,2466,2632,5084,Buy,4071,339.3
1728,2024-09-27,2421,5469,5257,Buy,4871,339.3
1729,2023-02-15,1017,436,3789,Buy,4100,339.3
1730,2022-08-01,1340,771,587,Sell,1213,339.3
1731,2022-04-19,3517,1293,2910,Buy,9455,339.3
1732,2023-06-29,3502,1889,215,Sell,7531,339.3
1733,2023-11-17,2533,2327,2363,Buy,6725,339.3
1734,2023-02-25,1685,727,2165,Sell,5803,339.3
1735,2024-06-07,219,1690,318,Buy,9512,339.3
1736,2023-10-01,1522,3845,4060,Sell,6751,339.3
1737,2024-01-04,6393,1928,71,Sell,924,339.3
1738,2023-02-16,2322,2941,4703,Buy,5558,339.3
1739,2023-04-29,6512,4567,3313,Sell,556,339.3
1740,2024-02-10,829,4535,3435,Sell,8883,339.3
1741,2024-03-30,4293,1564,1046,Sell,6680,339.3
1742,2022-02-13,5794,2018,2086,Sell,1089,339.3
1743,2022-02-27,6070,3848,654,Buy,6895,339.3
1744,2023-08-30,3578,1771,1798,Sell,9873,339.3
1745,2023-01-25,2659,2940,4334,Sell,4845,339.3
1746,2024-02-26,6746,1299,3965,Buy,2041,339.3
1747,2024-10-25,669,2189,5171,Buy,336,339.3
1748,2023-03-11,6057,3994,5507,Buy,1183,339.3
1749,2022-05-03,4806,3379,3985,Sell,3248,339.3
1750,2024-10-10,4186,2317,3092,Sell,7269,339.3
1751,2023-09-18,4818,3569,5255,Buy,8149,339.3
1752,2024-08-09,3998,2100,1850,Buy,5941,339.3
1753,2024-01-29,6817,2553,5874,Buy,2477,339.3
1754,2024-05-25,959,4343,3570,Sell,263,339.3
1755,2022-01-18,5216,2903,3189,Sell,2960,339.3
1756,2023-11-16,3058,2084,4763,Sell,1566,339.3
1757,2023-05-26,1754,3962,5645,Sell,7349,339.3
1758,2023-12-23,5846,4203,3560,Buy,2903,339.3
1759,2022-09-01,6434,3985,517,Sell,1168,339.3
1760,2022-01-09,1143,5057,4161,Sell,590,339.3
1761,2024-06-16,3703,2035,4753,Buy,5998,339.3
1762,2022-05-02,49,3213,2213,Buy,1180,339.3
1763,2023-04-25,6668,92,5778,Buy,8802,339.3
1764,2024-05-01,6398,1207,3331,Sell,8085,339.3
1765,2024-04-19,6294,4302,937,Buy,7741,339.3
1766,2024-04-15,3541,2928,5119,Sell,8884,339.3
1767,2024-05-06,3736,3685,2293,Buy,1304,339.3
1768,2023-06-27,312,2089,3808,Sell,621,339.3
1769,2022-10-02,4761,5547,5137,Buy,1224,339.3
1770,2022-03-12,3522,703,4676,Buy,3487,339.3
1771,2024-05-11,1665,3410,2968,Buy,5113,339.3
1772,2024-11-08,4298,2569,1885,Sell,9798,339.3
1773,2024-12-12,5794,2790,2479,Sell,3271,339.3
1774,2024-10-18,3461,4756,5944,Buy,7951,339.3
1775,2024-09-18,785,614,4090,Sell,3606,339.3
1776,2023-08-10,4737,3609,4601,Buy,7873,339.3
1777,2023-07-12,462,1771,4479,Sell,2557,339.3
1778,2023-10-04,2453,4034,3584,Sell,7115,339.3
1779,2023-11-10,1030,6124,4428,Buy,8153,339.3
1780,2022-04-01,6987,2334,839,Sell,9591,339.3
1781,2024-07-03,6183,5504,5344,Sell,2474,339.3
1782,2022-12-25,660,584,1163,Buy,5514,339.3
1783,2023-12-06,6996,3609,4866,Buy,8039,339.3
1784,2023-02-23,3797,6400,1297,Sell,9428,339.3
1785,2023-06-07,3224,94,125,Buy,2583,339.3
1786,2022-07-06,5161,670,2081,Buy,2990,339.3
1787,2024-03-21,3191,1485,4397,Buy,3630,339.3
1788,2024-05-06,1626,4127,78,Sell,8702,339.3
1789,2023-12-28,4419,608,2353,Buy,6124,339.3
1790,2022-01-05,6950,1316,1130,Buy,1559,339.3
1791,2024-03-10,3305,4669,2580,Sell,4435,339.3
1792,2022-10-30,3110,925,4207,Buy,3233,339.3
1793,2022-03-31,5404,2032,4277,Buy,5486,339.3
1794,2023-07-16,1275,6050,2413,Sell,5163,339.3
1795,2022-12-21,6922,6106,1672,Buy,1662,339.3
1796,2022-07-21,3224,2821,2801,Buy,6995,339.3
1797,2024-08-11,5950,2708,4261,Sell,2007,339.3
1798,2023-11-26,5736,1259,484,Buy,7109,339.3
1799,2024-04-05,5812,4381,4401,Sell,2773,339.3
1800,2024-10-09,2416,4611,452,Buy,8545,339.3
1801,2023-03-06,3287,4436,3102,Sell,43,339.3
1802,2023-12-23,215,4633,1844,Sell,2104,339.3
1803,2023-12-03,1887,233,822,Sell,9062,339.3
1804,2022-04-24,4978,4421,1588,Buy,1305,339.3
1805,2023-06-16,6396,5175,4971,Sell,1467,339.3
1806,2023-05-20,3122,5560,1194,Buy,2421,339.3
1807,2024-05-13,5871,5362,5787,Buy,955,339.3
1808,2024-11-19,4054,4733,3843,Buy,8893,339.3
1809,2023-01-22,3803,6121,2399,Sell,6540,339.3
1810,2024-08-25,6981,1321,528,Buy,7635,339.3
1811,2022-02-23,1992,130,1741,Buy,7857,339.3
1812,2023-11-18,4451,5638,2119,Sell,3594,339.3
1813,2024-09-05,6128,228,5067,Buy,1296,339.3
1814,2024-02-01,689,4283,5363,Buy,4328,339.3
1815,2022-01-10,3020,5313,3682,Sell,515,339.3
1816,2022-05-15,1399,3931,3626,Sell,833,339.3
1817,2023-07-27,1622,1389,1995,Sell,537,339.3
1818,2023-06-10,1910,3173,634,Sell,3359,339.3
1819,2022-09-15,1845,2620,1760,Sell,8318,339.3
1820,2023-03-20,2044,1582,3181,Buy,8951,339.3
1821,2022-10-28,6022,4371,3572,Buy,6154,339.3
1822,2024-11-15,4958,5377,1313,Sell,8203,339.3
1823,2024-10-11,3778,735,4959,Sell,7908,339.3
1824,2024-08-21,4741,4114,2395,Sell,5589,339.3
1825,2024-11-28,4994,6023,2919,Sell,4175,339.3
1826,2024-09-26,4798,3953,1767,Sell,7214,339.3
1827,2023-09-20,4195,4512,3070,Sell,7194,339.3
1828,2022-07-20,901,2275,5640,Buy,15,339.3
1829,2023-01-16,6559,1248,1579,Sell,9610,339.3
1830,2023-10-29,3153,2363,2479,Buy,1245,339.3
1831,2024-05-17,1727,2113,340,Buy,6939,339.3
1832,2022-10-30,2011,993,4136,Buy,3730,339.3
1833,2022-05-22,2271,780,2488,Buy,8745,339.3
1834,2023-06-12,6899,2221,3560,Sell,1178,339.3
1835,2024-11-18,3402,5784,3385,Buy,4246,339.3
1836,2022-09-17,5452,4534,5069,Sell,3594,339.3
1837,2024-08-18,5650,3844,5377,Sell,3631,339.3
1838,2022-04-24,2163,3151,4769,Buy,47,339.3
1839,2022-01-08,6349,6368,2236,Buy,2605,339.3
1840,2022-09-12,2489,3352,3145,Buy,8812,339.3
1841,2022-03-25,2760,2071,3303,Sell,2851,339.3
1842,2024-10-16,5987,4441,34,Buy,8505,339.3
1843,2024-11-05,2423,4826,5192,Sell,8369,339.3
1844,2022-04-06,2028,6421,5921,Sell,5841,339.3
1845,2022-05-02,4863,1734,3556,Buy,9408,339.3
1846,2022-08-14,6532,6294,3660,Sell,2461,339.3
1847,2022-01-29,958,2682,3428,Sell,1286,339.3
1848,2023-08-11,2350,2157,3667,Buy,2533,339.3
1849,2022-02-03,4935,3815,1255,Sell,3430,339.3
1850,2024-12-10,917,2763,1685,Buy,7678,339.3
1851,2022-05-13,6972,1829,2796,Buy,8162,339.3
1852,2023-06-12,4781,2334,177,Buy,1123,339.3
1853,2022-07-03,3948,3359,5131,Sell,893,339.3
1854,2024-06-14,6223,3361,635,Buy,5571,339.3
1855,2024-09-11,482,4973,5253,Sell,4170,339.3
1856,2023-08-27,6806,4172,5692,Buy,1445,339.3
1857,2024-03-13,6337,5531,5278,Sell,5654,339.3
1858,2024-12-21,262,2298,1496,Sell,9970,339.3
1859,2022-02-02,3905,6222,2192,Buy,6726,339.3
1860,2023-05-08,6739,2815,210,Sell,3550,339.3
1861,2022-05-23,3968,4981,3404,Sell,3476,339.3
1862,2022-05-03,5019,2945,5132,Sell,612,339.3
1863,2023-08-15,1930,5114,1275,Buy,945,339.3
1864,2024-01-24,6271,3181,2290,Buy,8131,339.3
1865,2022-12-31,1207,5746,2613,Sell,4556,339.3
1866,2022-09-21,3534,1905,2903,Buy,1593,339.3
